Data,UF,Total_Focos,Qtd_Municipios_Com_Fogo,Media_Focos_Mun_Com_Fogo,FRP_Medio,FRP_Soma,FRP_Maximo,Risco_Fogo_Medio,Dias_Secos_Medio,Precipitacao_Media,Temp_Max_Media,Temp_Min_Media,Umidade_Relativa_Media,VPD_Medio,Evapotranspiracao_Media,Radiacao_Solar_Media,Velocidade_Vento_Media,CABIXI_15124009,PIMENTEIRAS_15130000,PEDRAS_NEGRAS_15150000,PRINCIPE_DA_BEIRA_15200000,BOCA_DO_POMPEU_-_JUSANTE_15248010,GUAJARÁ-MIRIM_15250000,PORTO_VELHO_15400000,FAZENDA_FLOR_DO_CAMPO_15552600,PIMENTA_BUENO_15558000,JIPARANÁ_15560000
2008-12,RO,61.0,21.0,2.9,16.5,626.9,58.4,-,-,272.79,30.51,22.47,83.71,0.57,105.89,479.59,1.06,332.85,387.58,328.06,484.53,246.65,644.03,692.69,330.15,530.47,744.24
2009-01,RO,79.0,21.0,3.76,13.22,674.2,41.0,-,-,296.72,30.9,22.5,83.74,0.57,115.32,531.44,1.01,334.05,449.34,512.31,672.61,458.82,792.65,1138.84,344.4,549.56,804.77
2009-02,RO,17.0,5.0,3.4,10.02,50.1,16.1,-,-,396.58,30.27,22.46,85.64,0.5,95.26,439.16,1.0,423.12,555.77,560.12,824.71,483.04,905.5,1237.04,414.57,716.61,960.98
2009-03,RO,41.0,15.0,2.73,12.98,389.5,32.0,-,-,281.37,30.96,22.5,85.33,0.52,106.74,496.66,0.91,433.76,679.86,658.22,1063.23,515.05,1005.1,1467.39,402.19,740.56,971.28
2009-04,RO,16.0,10.0,1.6,14.0,140.0,22.8,-,-,234.49,30.85,22.55,85.33,0.52,94.82,445.94,0.91,439.58,724.22,704.02,1243.61,488.35,1069.17,1514.28,370.84,678.17,918.91
2009-05,RO,33.0,15.0,2.2,9.29,260.2,17.7,-,-,111.04,31.13,21.57,83.0,0.59,96.78,470.2,0.89,389.48,641.4,701.26,1260.15,455.92,1071.61,1368.73,332.96,542.32,800.35
2009-06,RO,97.0,21.0,4.62,16.82,1345.6,73.5,-,-,21.91,30.64,19.81,80.16,0.64,91.13,453.06,1.03,297.23,512.3,637.48,1184.07,332.87,937.85,1127.25,287.42,450.17,712.09
2009-07,RO,324.0,36.0,9.0,21.99,5167.9,460.9,-,-,24.84,32.57,19.2,74.39,0.87,107.08,512.88,1.01,258.81,422.2,523.82,908.68,250.0,806.1,908.11,262.99,415.8,679.43
2009-08,RO,1843.0,44.0,41.89,30.08,36309.9,653.1,-,-,34.48,34.43,19.98,68.52,1.13,125.0,564.65,1.02,225.03,366.1,374.19,589.02,159.0,694.46,667.79,235.56,379.4,648.52
2009-09,RO,6289.0,52.0,120.94,40.25,175852.3,1368.4,-,-,77.09,34.2,21.36,71.89,1.06,128.28,560.06,1.12,216.64,334.39,292.13,499.15,88.03,603.67,476.3,235.94,370.87,637.69
2009-10,RO,4024.0,50.0,80.48,36.89,110603.5,768.8,-,-,131.03,33.46,21.97,78.18,0.82,129.82,578.65,1.05,224.61,323.3,265.0,455.45,88.26,595.66,528.61,280.92,415.44,665.54
2009-11,RO,353.0,39.0,9.05,30.64,8426.7,252.2,-,-,212.47,32.46,22.89,81.62,0.69,117.37,522.24,1.06,333.46,391.54,316.57,502.07,200.8,686.6,701.1,306.43,452.04,707.46
2009-12,RO,61.0,15.0,4.07,13.23,568.9,53.5,-,-,305.83,30.51,22.87,84.77,0.54,103.1,463.59,1.04,359.77,462.47,450.13,633.64,309.69,830.89,1055.98,340.79,537.42,794.5
2010-01,RO,64.0,17.0,3.76,21.78,980.1,196.1,-,-,358.54,30.66,22.92,85.29,0.52,105.91,480.48,0.99,354.88,572.87,529.9,796.18,479.85,934.94,1279.35,415.35,766.81,947.89
2010-02,RO,25.0,16.0,1.56,8.98,107.8,20.5,-,-,297.31,31.17,23.27,85.62,0.52,92.04,412.27,0.92,450.67,679.02,639.77,971.07,505.55,1010.61,1416.7,491.72,893.58,1045.17
2010-03,RO,30.0,16.0,1.88,14.55,363.7,29.4,-,-,323.48,31.93,23.27,84.27,0.59,112.32,512.26,0.9,447.42,707.48,682.98,1157.77,490.48,1072.31,1497.82,463.32,840.02,1016.81
2010-04,RO,109.0,28.0,3.89,13.99,1174.9,42.8,-,-,86.73,32.31,22.35,78.24,0.79,113.25,529.55,0.94,385.96,649.38,687.22,1241.04,482.65,1115.02,1403.97,364.95,634.78,858.45
2010-05,RO,131.0,28.0,4.68,13.62,1429.6,63.0,-,-,86.68,31.89,20.78,76.03,0.81,105.34,507.82,0.95,324.5,520.2,629.76,1171.83,346.29,1015.67,1181.47,309.26,489.13,741.27
2010-06,RO,505.0,35.0,14.43,28.38,10074.3,295.9,-,-,16.4,32.86,19.69,71.56,0.97,103.5,516.83,0.8,280.68,420.65,487.15,821.87,286.08,769.68,787.82,292.68,446.55,707.4
2010-07,RO,2248.0,43.0,52.28,35.71,57889.7,1238.0,-,-,11.92,32.39,17.84,66.6,1.09,106.86,525.15,0.89,248.23,358.64,335.59,484.92,160.6,615.76,516.04,270.06,410.08,667.65
2010-08,RO,17921.0,51.0,351.39,51.49,593498.6,4243.4,-,-,12.84,34.98,17.93,56.3,1.51,116.45,505.2,0.86,222.71,319.85,341.4,400.61,114.61,579.14,322.19,267.55,389.6,646.44
2010-09,RO,24228.0,52.0,465.92,49.16,724985.9,2852.8,-,-,39.07,35.97,22.28,63.85,1.46,125.72,517.88,0.91,223.38,301.12,245.93,376.28,78.22,531.33,294.2,264.53,381.33,639.13
2010-10,RO,5659.0,52.0,108.83,39.37,120223.2,1377.8,-,-,147.51,33.53,22.51,73.79,1.01,123.03,531.03,0.93,219.65,295.6,236.58,368.52,79.03,514.71,292.53,265.44,387.24,644.19
2010-11,RO,1061.0,46.0,23.07,29.64,16832.8,466.6,-,-,207.93,32.33,22.72,79.62,0.76,113.34,500.8,0.94,232.08,314.2,294.53,366.96,108.72,546.72,452.9,264.08,414.21,679.12
2010-12,RO,512.0,40.0,12.8,22.69,7033.4,282.6,-,-,214.9,31.8,22.0,79.93,0.72,123.92,561.89,1.07,254.23,343.31,276.97,416.7,166.15,629.1,669.92,313.8,453.53,699.66
2011-01,RO,30.0,11.0,2.73,14.15,268.9,48.5,-,-,281.81,30.0,22.18,85.28,0.5,102.06,467.03,1.03,348.17,449.66,345.79,509.56,255.58,756.35,1012.44,354.74,588.13,804.05
2011-02,RO,27.0,12.0,2.25,11.67,175.0,38.8,-,-,327.43,29.81,22.18,85.48,0.49,91.27,420.77,0.96,413.56,666.62,516.04,702.14,380.46,902.12,1318.8,424.04,786.85,939.02
2011-03,RO,24.0,12.0,2.0,9.79,156.6,19.3,-,-,294.7,30.47,22.26,85.29,0.51,101.7,471.38,0.95,430.48,694.73,671.15,989.4,533.85,1027.87,1518.6,352.56,706.28,942.98
2011-04,RO,69.0,27.0,2.56,20.57,822.6,51.3,-,-,180.6,31.49,22.25,82.43,0.62,108.77,520.48,0.9,393.94,669.52,698.37,1207.11,502.78,1086.7,1599.78,360.14,639.26,894.37
2011-05,RO,155.0,31.0,5.0,25.76,2575.8,376.8,-,-,31.02,31.42,20.68,76.62,0.79,107.08,521.58,1.0,282.37,555.42,655.0,1222.94,373.45,1078.23,1305.98,295.42,481.95,729.25
2011-06,RO,414.0,40.0,10.35,22.37,6218.8,388.0,-,-,6.4,32.71,19.45,71.02,0.98,106.12,518.62,0.96,238.8,436.18,536.88,957.97,227.47,871.32,892.18,297.18,434.25,684.82
2011-07,RO,911.0,42.0,21.69,36.99,21785.3,648.7,-,-,6.04,33.77,19.16,66.36,1.17,118.18,553.58,1.03,216.23,364.55,357.18,533.6,136.06,657.89,599.05,277.0,393.51,657.43
2011-08,RO,5099.0,45.0,113.31,38.73,120092.5,1178.6,-,-,21.83,34.83,19.51,60.76,1.42,130.98,575.03,1.1,200.89,318.1,271.55,408.82,89.87,592.32,458.89,262.21,343.68,638.21
2011-09,RO,8288.0,52.0,159.38,51.85,239806.1,1821.9,-,-,69.82,34.45,21.83,70.03,1.15,128.61,561.89,1.0,201.05,294.38,239.27,371.75,67.82,541.62,321.62,281.27,370.92,644.73
2011-10,RO,4051.0,50.0,81.02,46.26,92979.6,1256.5,-,-,132.15,32.51,22.33,77.36,0.84,124.68,555.85,1.02,209.97,293.1,231.5,361.47,63.55,553.02,428.15,277.29,357.65,650.84
2011-11,RO,927.0,45.0,20.6,30.2,18298.8,416.2,-,-,184.55,32.21,22.49,80.03,0.73,123.16,558.05,1.03,277.42,316.85,237.87,367.62,71.37,591.18,442.48,276.65,405.3,665.03
2011-12,RO,103.0,26.0,3.96,21.81,1613.7,98.5,-,-,334.5,31.03,22.57,83.55,0.58,112.64,514.6,0.96,360.14,412.56,317.46,445.69,179.95,639.0,729.31,332.99,584.61,805.52
2012-01,RO,43.0,18.0,2.39,12.64,290.7,35.3,-,-,361.4,29.87,22.34,85.85,0.48,102.46,470.66,1.08,403.53,514.73,433.73,598.63,424.42,785.63,1067.85,376.13,721.79,925.91
2012-02,RO,131.0,21.0,6.24,18.26,383.4,54.3,-,-,341.26,29.59,21.9,85.59,0.48,93.46,433.95,0.95,440.37,627.24,581.47,828.01,504.1,899.91,1346.76,397.91,831.05,998.91
2012-03,RO,122.0,28.0,4.36,13.65,409.5,35.8,-,-,234.19,30.89,21.95,83.91,0.56,110.45,518.82,0.91,441.59,683.87,657.13,1073.4,494.35,1016.9,1526.37,372.31,697.71,928.41
2012-04,RO,190.0,29.0,6.55,11.72,422.0,36.0,-,-,178.37,31.62,22.13,83.23,0.6,104.94,498.51,0.87,425.65,639.63,675.32,1132.9,490.97,1043.85,1447.25,343.28,604.26,840.72
2012-05,RO,413.0,34.0,12.15,31.85,2515.9,554.3,-,-,83.2,31.74,20.99,79.42,0.71,105.31,519.26,0.86,369.34,567.34,645.84,1097.97,418.58,1034.76,1340.84,325.56,516.37,762.16
2012-06,RO,780.0,40.0,19.5,17.02,1702.3,115.5,-,-,41.83,31.7,19.91,77.89,0.74,97.05,489.36,0.88,304.55,479.32,578.3,974.2,318.25,966.45,1137.7,320.17,471.32,715.82
2012-07,RO,2566.0,49.0,52.37,23.54,11416.1,183.6,-,-,6.53,32.74,18.06,68.95,1.01,114.95,569.94,0.96,251.18,408.84,449.48,696.9,194.26,860.73,891.79,277.74,390.55,671.45
2012-08,RO,26419.0,51.0,518.02,48.91,224881.6,3041.7,-,-,6.13,35.33,18.68,56.23,1.56,136.77,602.88,1.03,217.45,340.56,312.79,450.52,142.77,676.34,520.79,272.48,338.61,645.45
2012-09,RO,41639.0,51.0,816.45,45.62,317533.6,2144.4,-,-,70.94,35.43,21.39,64.36,1.39,131.89,559.48,1.03,204.1,305.53,248.13,387.37,173.37,591.62,315.28,265.53,344.42,637.2
2012-10,RO,16528.0,52.0,317.85,42.45,109489.7,923.0,-,-,129.99,33.54,22.51,75.16,0.95,133.49,587.23,1.03,219.16,317.85,248.4,379.44,175.85,576.87,405.08,273.76,399.53,657.52
2012-11,RO,2714.0,48.0,56.54,31.02,13309.3,453.8,-,-,217.82,31.8,22.93,81.57,0.68,111.26,493.58,1.02,291.03,350.27,256.6,408.52,171.48,603.72,505.9,292.1,470.72,705.93
2012-12,RO,572.0,40.0,14.3,18.46,1994.2,193.6,-,-,248.5,31.46,22.55,82.28,0.64,119.41,544.34,1.0,378.47,487.85,362.23,515.73,214.63,735.9,892.6,325.84,554.13,790.99
2013-01,RO,159.0,32.0,4.97,13.82,414.5,52.4,-,-,348.67,30.46,22.85,85.69,0.5,104.07,474.06,0.97,425.05,535.47,488.37,687.81,380.34,884.26,1250.56,389.61,683.27,880.74
2013-02,RO,95.0,23.0,4.13,13.54,243.8,42.7,-,-,357.23,30.47,22.66,85.66,0.5,92.68,422.34,1.02,443.88,657.38,614.48,845.12,492.16,909.98,1323.16,493.89,830.91,996.77
2013-03,RO,159.0,34.0,4.68,17.64,723.4,66.8,-,-,313.27,31.37,22.7,84.19,0.57,110.23,507.56,0.95,434.82,661.89,681.13,1065.89,505.35,1012.97,1539.68,459.94,798.71,961.06
2013-04,RO,198.0,34.0,5.82,19.62,804.4,106.6,-,-,174.56,31.02,22.17,84.19,0.55,103.89,496.83,0.99,423.72,653.53,673.55,1198.02,472.67,1061.25,1573.15,431.98,714.52,895.65
2013-05,RO,209.0,33.0,6.33,14.33,544.6,50.0,-,-,95.99,31.03,21.65,83.29,0.58,95.78,462.19,0.95,389.53,597.13,645.53,1163.52,397.26,1015.29,1192.13,344.29,555.29,766.11
2013-06,RO,508.0,42.0,12.1,16.23,1265.9,191.6,-,-,62.25,31.98,21.13,80.41,0.68,91.91,449.98,0.82,322.25,515.25,590.48,949.57,323.4,899.88,946.43,319.18,489.1,723.5
2013-07,RO,1677.0,51.0,32.88,19.82,5787.8,145.3,-,-,19.8,31.9,18.75,71.9,0.91,109.04,540.52,0.98,272.02,451.87,516.84,715.55,262.42,785.03,796.97,301.15,440.85,688.27
2013-08,RO,9570.0,52.0,184.04,39.35,71806.9,1448.3,-,-,8.45,33.65,18.26,59.32,1.35,134.64,607.66,1.18,229.82,381.34,386.95,506.35,245.23,667.29,483.97,291.06,410.58,657.03
2013-09,RO,19380.0,52.0,372.69,40.53,148783.5,1785.3,-,-,69.17,34.27,21.48,69.15,1.16,131.99,579.85,1.07,252.87,331.3,288.85,420.98,314.95,620.93,426.83,289.63,403.47,656.43
2013-10,RO,4149.0,52.0,79.79,24.16,15292.7,183.7,-,-,192.04,32.51,22.34,79.46,0.76,122.27,548.77,1.01,247.94,324.78,263.74,406.45,270.26,620.85,594.39,311.9,455.48,694.44
2013-11,RO,875.0,42.0,20.83,18.9,2721.3,76.7,-,-,289.13,30.67,22.61,83.54,0.58,108.69,497.61,1.06,255.92,355.8,282.33,477.03,250.67,773.3,978.78,345.67,525.27,783.1
2013-12,RO,1171.0,47.0,24.91,18.02,3531.8,79.6,-,-,286.41,31.09,22.75,83.36,0.6,114.31,519.46,1.08,333.58,416.05,376.47,674.35,403.52,807.42,1159.68,341.98,556.73,832.49
2014-01,RO,101.0,26.0,3.88,16.38,327.7,37.0,-69.2,0.32,347.29,30.28,22.42,84.76,0.53,108.24,499.71,0.99,409.44,496.97,490.61,891.18,441.66,960.19,1461.56,374.47,645.05,903.6
2014-02,RO,47.0,15.0,3.13,19.59,254.7,51.5,-127.52,0.17,354.28,30.27,22.45,85.39,0.5,94.0,432.39,1.0,437.18,604.82,598.98,1074.25,514.2,1055.29,1730.3,414.09,774.23,1144.61
2014-03,RO,99.0,27.0,3.67,15.25,365.9,71.4,-80.69,0.47,310.53,30.65,22.78,84.89,0.53,105.39,486.33,0.99,441.21,681.94,658.26,1337.45,553.15,1261.89,1918.42,449.03,841.3,1005.42
2014-04,RO,162.0,31.0,5.23,17.29,605.0,42.0,-98.55,1.59,178.58,31.2,22.56,83.61,0.58,101.92,480.71,0.9,428.8,694.07,716.77,1485.83,545.45,1406.03,1868.25,395.97,679.4,908.42
2014-05,RO,214.0,37.0,5.78,16.32,603.7,68.7,-88.35,2.86,130.26,30.79,21.72,83.23,0.58,93.67,451.36,0.94,415.56,640.18,680.87,1420.55,477.39,1273.4,1675.18,366.71,596.45,816.9
2014-06,RO,1055.0,49.0,21.53,22.46,4581.4,170.0,-48.48,10.22,22.37,31.84,20.38,77.54,0.76,98.86,485.36,0.99,319.12,599.02,628.03,1287.3,391.17,1133.48,1422.97,321.3,488.08,731.07
2014-07,RO,1833.0,46.0,39.85,24.41,8594.0,215.4,-40.05,12.0,28.02,32.46,19.06,73.59,0.89,104.96,504.45,0.99,268.35,499.6,576.85,1068.34,290.21,975.47,1118.31,300.52,447.18,691.13
2014-08,RO,24613.0,51.0,482.61,59.81,257739.7,2803.3,-9.35,6.54,19.97,34.98,19.61,64.9,1.27,128.06,580.05,0.94,233.77,405.77,452.44,652.61,201.37,755.0,738.27,297.53,424.94,667.73
2014-09,RO,23163.0,52.0,445.44,40.71,184538.1,2136.2,-4.88,2.16,82.72,35.13,22.38,70.05,1.19,131.13,570.04,0.96,224.43,354.43,320.93,455.58,273.87,615.9,475.57,292.78,414.25,663.97
2014-10,RO,10517.0,52.0,202.25,41.58,64447.4,1024.3,-3.35,1.64,187.24,33.45,22.5,76.26,0.91,127.68,562.83,0.97,235.29,341.29,282.61,416.35,159.52,592.98,475.79,293.61,416.4,668.65
2014-11,RO,1570.0,52.0,30.19,20.38,5992.3,573.2,-14.35,1.19,322.64,31.58,22.88,81.14,0.69,111.64,499.92,0.98,318.89,384.28,310.54,432.49,171.58,630.35,572.08,342.58,526.02,783.32
2014-12,RO,605.0,39.0,15.51,23.77,4563.3,282.8,-26.33,1.46,320.02,31.05,22.85,82.1,0.64,113.16,510.41,1.01,412.75,497.82,414.24,558.19,343.48,779.21,975.19,392.05,692.37,929.06
2015-01,RO,262.0,40.0,6.55,21.51,752.9,98.4,-26.53,0.27,282.47,31.29,22.52,81.38,0.66,119.36,547.67,0.91,411.65,574.51,549.1,809.77,483.9,938.65,1400.15,367.1,644.82,871.72
2015-02,RO,179.0,29.0,6.17,21.87,721.7,150.1,-38.81,0.73,272.94,31.02,22.57,82.72,0.61,99.45,448.69,1.02,435.32,628.88,606.07,966.88,526.39,1013.23,1583.0,413.48,705.46,915.26
2015-03,RO,80.0,23.0,3.48,14.54,232.6,45.7,-174.72,0.23,361.94,31.01,22.97,83.62,0.59,105.31,479.62,0.93,440.66,679.98,670.05,1125.84,542.55,1062.94,1680.26,476.95,837.95,998.51
2015-04,RO,131.0,25.0,5.24,12.09,411.1,33.7,-76.03,0.51,211.42,31.58,22.95,83.16,0.61,98.01,454.22,0.83,441.02,663.35,687.8,1229.08,515.77,1089.98,1553.9,417.26,736.78,928.88
2015-05,RO,222.0,29.0,7.66,12.5,425.0,39.4,-121.12,1.26,184.33,30.92,22.17,82.86,0.6,91.52,433.78,0.91,436.0,650.64,679.56,1263.68,497.6,1107.49,1570.53,404.38,662.35,884.05
2015-06,RO,1269.0,48.0,26.44,19.38,4321.1,279.9,-62.99,10.94,18.35,32.17,20.19,75.2,0.84,99.51,486.85,0.93,351.07,560.17,637.18,1222.72,413.3,1075.32,1414.47,331.51,545.5,748.32
2015-07,RO,3953.0,50.0,79.06,35.76,23741.4,399.8,-24.13,12.44,13.56,33.24,19.67,69.42,1.07,108.97,501.47,1.0,284.48,452.43,541.13,1007.87,275.63,975.6,1135.08,317.38,462.62,702.12
2015-08,RO,37233.0,51.0,730.06,58.34,391842.4,1938.1,-10.99,6.86,23.05,36.11,20.46,58.93,1.58,129.64,534.3,1.06,241.74,372.56,383.77,609.43,168.74,814.35,801.98,307.16,426.24,678.71
2015-09,RO,53724.0,52.0,1033.15,56.96,529994.6,4018.9,-6.72,3.78,51.26,36.16,22.12,65.93,1.38,123.92,491.52,1.06,226.52,327.51,284.13,437.05,139.08,659.86,491.83,292.17,418.58,667.37
2015-10,RO,22939.0,52.0,441.13,42.74,175164.2,2227.2,-5.73,2.71,100.57,34.88,22.57,71.73,1.13,134.54,562.45,1.09,225.81,316.91,261.38,404.43,119.5,618.05,412.09,280.24,404.87,664.84
2015-11,RO,7587.0,52.0,145.9,28.73,39153.0,656.5,-18.65,3.15,157.85,34.08,22.98,75.07,0.98,135.26,591.04,1.02,274.02,345.52,277.83,409.18,158.68,643.87,578.43,301.1,436.02,684.78
2015-12,RO,2066.0,51.0,40.51,17.32,7067.7,134.8,-69.72,1.6,198.61,32.63,22.9,78.64,0.8,126.27,561.97,0.96,276.36,355.93,289.8,424.16,218.98,700.76,703.26,301.65,459.69,695.03
2016-01,RO,720.0,45.0,16.0,22.56,2572.2,230.2,-19.18,1.94,271.04,31.75,23.38,82.26,0.66,115.06,509.35,1.07,385.82,447.0,366.76,515.73,319.11,796.7,1012.03,336.46,582.2,774.4
2016-02,RO,493.0,42.0,11.74,15.7,1507.2,62.8,-40.29,1.46,277.6,32.26,23.29,81.71,0.69,115.74,524.63,0.91,425.32,593.07,507.71,753.62,419.21,898.84,1236.31,354.55,631.03,834.0
2016-03,RO,101.0,25.0,4.04,17.2,739.4,65.5,-88.93,0.74,347.61,31.5,23.39,83.62,0.6,107.24,485.95,0.88,438.38,670.31,621.94,967.21,450.71,992.73,1464.87,400.13,694.37,932.47
2016-04,RO,449.0,43.0,10.44,16.36,1962.6,59.1,-44.04,2.09,147.3,32.5,22.19,79.01,0.77,112.14,519.97,0.95,404.72,623.12,659.29,1094.48,474.07,1034.34,1348.08,352.22,561.2,827.97
2016-05,RO,574.0,43.0,13.35,19.85,1806.2,151.7,-62.02,6.07,56.7,31.77,21.26,80.67,0.67,97.76,467.67,0.89,317.38,522.81,609.94,1014.15,369.15,966.77,1142.21,324.07,481.54,732.87
2016-06,RO,1737.0,47.0,36.96,22.77,6991.9,298.6,-29.7,10.89,19.99,31.47,19.62,75.45,0.8,97.44,479.64,0.99,273.41,422.72,486.47,700.59,264.0,775.03,768.63,306.28,438.59,690.78
2016-07,RO,9676.0,50.0,193.52,43.3,71191.4,1218.2,-20.26,28.53,0.86,34.7,18.23,61.77,1.32,120.13,564.33,0.91,233.77,364.14,329.56,478.48,166.94,653.9,464.76,296.87,405.33,662.31
2016-08,RO,45011.0,52.0,865.6,55.96,420400.4,2341.1,-11.07,12.19,26.26,35.19,19.93,60.8,1.45,126.73,537.59,1.09,215.71,321.9,263.08,407.48,107.84,572.27,272.55,289.35,388.68,643.85
2016-09,RO,43258.0,52.0,831.88,51.97,398349.8,2451.6,-4.76,4.97,99.92,33.58,21.08,69.74,1.12,123.55,531.76,1.15,213.8,307.52,247.07,390.7,96.63,560.97,235.05,275.48,379.2,639.72
2016-10,RO,19445.0,52.0,373.94,47.34,151201.5,1911.0,-3.76,1.97,156.16,33.65,22.51,73.37,1.03,133.5,580.29,1.05,218.1,306.76,240.02,384.01,171.71,556.13,272.39,274.15,387.61,651.87
2016-11,RO,3595.0,51.0,70.49,35.4,21558.7,1089.2,-3.15,1.19,228.87,32.17,22.65,79.89,0.74,116.32,518.56,1.0,270.58,348.08,265.38,401.57,208.38,598.6,416.25,298.15,456.62,719.5
2016-12,RO,734.0,45.0,16.31,23.75,4155.8,137.1,-14.71,0.96,311.48,31.22,22.76,82.38,0.64,109.7,489.44,1.01,342.69,439.33,335.91,451.84,317.5,672.42,627.91,343.7,585.9,797.63
2017-01,RO,396.0,40.0,9.9,18.36,991.5,60.9,-25.03,0.0,309.99,31.01,22.45,82.47,0.62,112.6,513.28,0.92,425.55,614.72,444.97,580.85,505.92,803.6,1076.71,363.13,642.48,864.29
2017-02,RO,98.0,28.0,3.5,16.98,475.4,41.1,-50.84,0.0,269.07,30.55,22.55,84.29,0.55,91.34,409.75,1.0,433.82,641.29,506.48,776.77,582.61,886.93,1205.75,382.24,764.18,927.21
2017-03,RO,123.0,29.0,4.24,15.44,494.1,38.0,-48.63,0.0,304.07,31.75,22.79,83.3,0.61,103.76,465.45,0.89,440.8,722.07,554.69,975.75,558.87,979.05,1466.58,408.65,743.85,922.94
2017-04,RO,145.0,24.0,6.04,19.23,577.0,45.0,-130.72,0.0,188.0,31.62,22.55,82.45,0.63,97.25,445.18,0.92,439.13,753.0,676.67,1069.42,574.68,1021.77,1457.07,380.54,641.98,882.95
2017-05,RO,345.0,36.0,9.58,12.92,813.9,39.3,-11.02,0.0,106.88,32.16,22.42,80.75,0.7,96.04,449.41,0.81,338.1,614.52,661.44,1092.26,380.45,1026.37,1311.21,326.44,512.78,768.58
2017-06,RO,1755.0,49.0,35.82,19.06,5926.3,112.4,-33.37,0.0,17.76,32.06,19.51,73.03,0.9,96.06,460.1,0.93,284.4,513.31,607.34,952.2,284.55,1029.7,1089.45,315.31,455.06,705.17
2017-07,RO,12398.0,47.0,263.79,44.58,78007.2,2370.4,-24.95,0.0,0.78,33.19,17.64,60.06,1.3,113.55,504.42,1.09,239.77,413.02,474.29,655.1,238.9,766.68,683.95,302.0,419.48,665.19
2017-08,RO,45573.0,52.0,876.4,52.83,328625.2,1964.9,-5.23,0.0,37.4,35.53,21.02,63.12,1.42,120.37,503.0,0.97,222.39,346.91,322.34,451.13,116.61,624.87,385.05,289.9,398.58,647.65
2017-09,RO,53513.0,52.0,1029.1,48.57,336856.0,2586.2,-3.51,0.13,71.77,34.97,21.74,66.85,1.29,125.15,534.93,0.96,209.76,317.08,267.98,403.99,188.77,584.98,327.09,279.2,393.84,643.04
2017-10,RO,21028.0,52.0,404.38,45.17,122192.2,904.7,-2.69,0.0,144.65,33.23,22.12,75.81,0.91,131.81,582.58,1.08,228.5,312.81,250.87,389.48,182.39,556.13,266.69,277.31,392.96,655.4
2017-11,RO,2707.0,48.0,56.4,27.32,14836.1,588.4,-8.95,0.0,226.91,31.89,22.71,81.18,0.69,115.24,517.94,1.01,286.67,371.62,279.12,412.42,184.72,633.91,564.95,298.05,452.3,716.22
2017-12,RO,509.0,44.0,11.57,15.76,1307.7,61.0,-31.22,0.0,304.77,30.73,22.74,83.67,0.58,105.77,472.36,1.07,330.21,464.6,385.47,561.32,260.39,806.23,920.56,330.21,570.24,821.46
2018-01,RO,146.0,34.0,4.29,15.47,324.9,58.9,-6.8,0.0,293.4,30.93,22.34,83.14,0.59,110.99,503.8,1.01,438.45,611.02,547.6,857.08,434.9,964.23,1385.25,363.08,637.34,866.72
2018-02,RO,33.0,15.0,2.2,11.15,89.2,23.4,-121.02,0.0,279.89,30.08,22.72,84.16,0.55,91.57,409.84,1.13,440.77,672.11,676.21,1073.34,496.82,1043.73,1558.34,369.39,652.84,875.86
2018-03,RO,143.0,27.0,5.3,17.23,775.2,62.7,-146.64,0.0,262.72,31.03,22.81,83.0,0.61,107.7,489.29,1.01,433.77,681.42,714.3,1262.6,505.79,1109.5,1617.9,368.1,721.06,937.88
2018-04,RO,103.0,19.0,5.42,6.0,594.3,37.3,-116.18,0.0,189.57,31.1,22.51,82.63,0.62,99.14,463.66,0.92,439.05,656.32,705.3,1338.8,473.92,1164.78,1575.95,393.07,713.37,909.43
2018-05,RO,404.0,38.0,10.63,7.74,2718.1,123.1,-56.3,6.0,80.92,31.37,21.37,78.57,0.74,103.51,497.11,0.97,379.13,596.39,659.76,1304.55,425.1,1131.71,1346.32,333.03,591.26,781.73
2018-06,RO,2010.0,46.0,43.7,12.1,15874.9,790.2,-30.09,16.46,22.81,30.31,18.29,75.37,0.76,93.24,462.89,1.16,302.17,513.96,590.8,1151.15,370.78,981.9,1046.42,308.46,536.68,718.25
2018-07,RO,10358.0,50.0,207.16,16.95,97009.7,1203.5,-14.75,23.2,4.67,33.18,17.71,64.25,1.17,113.77,528.36,1.07,252.77,433.4,456.06,730.56,285.9,747.32,625.73,294.72,433.66,679.73
2018-08,RO,32098.0,50.0,641.96,19.03,336008.7,1180.6,-4.64,3.54,54.98,33.42,19.87,67.25,1.15,122.69,544.08,1.15,233.92,378.26,323.87,454.42,145.05,623.27,419.52,282.7,408.61,662.87
2018-09,RO,81312.0,52.0,1563.69,23.68,1060969.2,4172.2,-1.99,4.72,71.88,34.62,20.9,68.2,1.18,132.74,575.77,1.13,226.62,323.8,276.23,403.82,115.6,579.22,321.03,288.3,387.86,654.0
2018-10,RO,12780.0,52.0,245.77,16.42,142157.8,1201.8,-3.81,1.9,156.45,33.38,22.78,77.51,0.86,128.66,568.49,1.0,246.35,341.9,276.76,407.08,215.74,585.98,357.6,280.45,399.55,674.57
2018-11,RO,1431.0,49.0,29.2,12.27,14523.9,260.4,-8.86,0.96,289.03,31.86,23.04,81.8,0.67,112.3,500.98,1.01,299.22,395.13,337.98,482.48,258.0,712.02,762.3,329.71,521.13,742.03
