Data,UF,Total_Focos,Qtd_Municipios_Com_Fogo,Media_Focos_Mun_Com_Fogo,FRP_Medio,FRP_Soma,FRP_Maximo,Risco_Fogo_Medio,Dias_Secos_Medio,Precipitacao_Media,Temp_Max_Media,Temp_Min_Media,Umidade_Relativa_Media,VPD_Medio,Evapotranspiracao_Media,Radiacao_Solar_Media,Velocidade_Vento_Media,CABIXI_15124009,PIMENTEIRAS_15130000,PEDRAS_NEGRAS_15150000,PRINCIPE_DA_BEIRA_15200000,BOCA_DO_POMPEU_-_JUSANTE_15248010,GUAJARÁ-MIRIM_15250000,PORTO_VELHO_15400000,FAZENDA_FLOR_DO_CAMPO_15552600,PIMENTA_BUENO_15558000,JIPARANÁ_15560000
2018-12,RO,312.0,40.0,7.8,11.7,3111.9,162.5,-76.76,1.31,341.64,30.46,22.46,83.28,0.59,109.3,496.92,1.02,400.9,590.06,635.56,777.02,529.94,894.26,1252.48,393.98,700.6,927.77
2019-01,RO,318.0,37.0,8.59,12.09,2236.4,259.8,-40.77,0.94,334.65,30.88,22.59,83.26,0.59,112.64,512.73,1.0,415.86,606.17,735.34,1008.29,570.03,997.15,1413.06,374.47,805.45,956.82
2019-02,RO,144.0,31.0,4.65,7.23,708.3,25.4,-34.65,0.4,357.12,30.96,22.93,84.09,0.57,97.58,440.81,0.98,443.17,650.94,651.86,1146.77,554.7,1059.16,1613.84,402.2,753.12,1025.51
2019-03,RO,161.0,32.0,5.03,7.71,864.0,37.9,-111.67,0.61,281.08,31.79,23.06,83.07,0.62,114.58,524.36,0.95,444.19,687.19,697.83,1242.34,519.5,1093.1,1693.1,407.68,750.58,934.63
2019-04,RO,185.0,38.0,4.87,7.63,1075.7,61.0,-97.03,1.94,179.93,31.38,22.87,83.47,0.6,98.48,457.84,0.84,442.95,678.87,702.73,1290.83,543.07,1119.83,1574.72,397.43,759.3,902.52
2019-05,RO,840.0,46.0,18.26,7.75,3961.8,115.6,-35.19,5.19,71.82,31.74,21.58,78.96,0.74,102.2,498.11,0.81,374.45,613.67,681.44,1292.39,422.61,1116.52,1394.89,345.99,585.81,793.27
2019-06,RO,2605.0,52.0,50.1,10.45,13983.1,303.0,-25.39,8.21,16.13,33.12,20.47,72.63,0.97,102.51,496.31,0.85,291.51,518.34,614.23,1168.97,307.55,1019.57,1138.24,311.77,456.63,710.07
2019-07,RO,12048.0,51.0,236.24,19.12,119300.2,1311.7,-15.52,12.8,7.46,33.82,18.59,66.12,1.15,110.93,535.77,0.82,246.98,394.13,483.72,770.02,205.24,781.23,709.21,299.65,466.9,681.0
2019-08,RO,136984.0,52.0,2634.31,25.65,1368096.7,5270.4,-3.59,21.62,32.75,34.91,19.4,59.11,1.46,127.85,534.96,1.09,228.61,362.58,332.34,482.1,120.16,666.94,423.81,290.98,405.36,660.41
2019-09,RO,73077.0,52.0,1405.33,22.11,686178.4,2196.9,-2.22,2.32,57.26,36.24,22.65,65.65,1.43,133.19,549.31,1.01,218.57,333.43,283.4,415.21,104.75,578.27,252.08,271.34,397.63,647.85
2019-10,RO,14566.0,52.0,280.12,16.35,106768.4,682.0,-10.32,1.29,193.45,32.7,22.15,78.86,0.78,120.43,538.03,0.92,239.92,330.53,272.32,402.4,139.98,571.98,351.34,299.6,390.26,676.73
2019-11,RO,3911.0,50.0,78.22,13.85,32061.1,421.7,-8.06,1.76,236.44,31.92,22.78,81.91,0.66,115.08,522.76,0.89,262.72,354.47,291.74,429.8,189.63,605.8,512.03,312.14,431.61,738.05
2019-12,RO,656.0,43.0,15.26,10.84,4434.7,318.2,-25.83,0.74,314.84,31.69,23.05,83.0,0.62,114.63,518.28,0.9,353.51,424.6,387.85,629.19,422.29,769.23,976.86,340.44,477.98,793.53
2020-01,RO,427.0,40.0,10.68,9.44,2767.2,99.6,-30.32,0.91,299.88,31.86,23.15,82.2,0.66,121.19,545.84,1.05,387.53,598.61,562.38,903.47,555.03,943.63,1355.5,344.29,521.9,848.63
2020-02,RO,147.0,29.0,5.07,12.04,1288.2,92.2,-40.75,0.29,366.06,31.2,23.19,83.99,0.59,101.65,455.25,1.01,402.05,598.84,636.2,1026.09,585.42,1002.9,1469.04,396.06,678.37,922.97
2020-03,RO,265.0,29.0,9.14,10.54,1729.1,49.7,-75.25,1.46,268.21,31.42,23.17,83.64,0.6,103.19,469.37,0.76,383.29,634.11,671.2,1122.81,587.56,1040.81,1459.45,407.41,684.71,918.87
2020-04,RO,352.0,40.0,8.8,7.82,1821.1,55.2,-56.52,2.28,146.4,31.97,22.88,81.08,0.69,102.56,475.86,0.81,335.42,582.53,668.6,1163.58,596.15,1019.87,1413.38,366.78,603.88,867.59
2020-05,RO,1039.0,47.0,22.11,6.72,3824.5,282.1,-13.02,4.07,107.46,30.98,20.63,78.24,0.73,96.28,466.47,0.88,290.92,473.42,605.16,1044.16,525.4,921.48,1091.73,330.61,516.23,766.12
2020-06,RO,3069.0,50.0,61.38,7.32,10100.6,117.0,-12.03,9.63,12.2,32.51,20.67,74.48,0.89,97.3,461.62,0.93,248.65,398.57,497.02,769.6,415.77,772.53,755.68,306.08,450.32,701.25
2020-07,RO,7485.0,48.0,155.94,12.65,43685.0,387.1,-12.06,14.23,6.0,33.81,19.68,65.79,1.2,115.03,530.67,0.97,216.58,340.1,343.16,513.6,305.17,671.62,598.22,295.5,474.59,668.06
2020-08,RO,82289.0,50.0,1645.78,25.29,730225.9,4034.7,-3.82,23.24,10.17,35.03,19.7,57.39,1.58,130.48,540.17,1.16,196.85,305.94,266.47,407.68,228.05,619.42,365.9,291.05,426.21,645.9
2020-09,RO,86505.0,52.0,1663.56,20.53,704383.4,2333.7,-5.06,6.3,44.58,36.04,22.35,59.89,1.64,128.45,497.52,1.09,189.96,293.73,238.65,370.67,196.84,634.67,314.73,268.67,398.18,630.0
2020-10,RO,54994.0,52.0,1057.58,20.62,440251.0,2719.3,-5.75,1.9,122.78,34.45,22.73,70.25,1.18,134.01,555.24,1.12,200.45,295.81,230.8,358.48,182.8,555.02,191.89,274.0,390.0,643.19
2020-11,RO,18617.0,52.0,358.02,11.36,122095.6,710.4,-7.51,2.67,124.75,33.58,23.04,73.86,1.02,129.65,571.53,0.92,200.73,300.53,238.43,382.16,185.68,553.42,269.43,278.48,431.35,662.85
2020-12,RO,2832.0,50.0,56.64,13.02,25985.6,985.0,-7.71,1.14,278.19,31.63,22.76,80.57,0.71,118.58,535.3,0.94,255.81,325.05,270.94,460.96,128.84,641.73,631.17,290.98,478.16,733.65
2021-01,RO,686.0,46.0,14.91,10.17,5949.3,168.4,-26.14,0.59,310.92,31.19,22.72,81.92,0.65,117.72,536.91,0.96,319.04,423.34,407.1,730.29,347.69,829.06,1184.46,317.69,521.48,830.03
2021-02,RO,112.0,23.0,4.87,8.1,639.7,40.2,-258.65,0.21,291.43,30.88,22.91,83.14,0.6,98.18,439.28,1.09,361.87,511.18,550.48,931.39,532.05,990.95,1469.11,346.62,672.48,926.48
2021-03,RO,122.0,30.0,4.07,7.57,885.2,29.3,-57.27,0.69,313.25,30.91,22.48,83.03,0.6,108.7,499.59,1.01,425.66,613.02,610.29,1060.79,531.98,1057.5,1557.21,387.06,712.53,966.21
2021-04,RO,307.0,35.0,8.77,5.94,1592.3,141.7,-29.14,1.71,180.56,31.73,22.53,81.44,0.67,107.66,502.99,0.99,379.35,617.27,650.04,1179.6,517.32,1082.68,1560.05,350.17,603.78,871.52
2021-05,RO,1642.0,48.0,34.21,6.65,9493.6,98.8,-20.83,4.13,54.07,31.27,21.05,77.67,0.76,101.46,485.58,1.02,279.78,558.9,627.98,1165.4,411.03,1055.5,1263.19,304.32,483.4,734.46
2021-06,RO,3942.0,47.0,83.87,7.09,18955.1,418.3,-10.46,8.72,10.27,30.96,19.79,75.04,0.81,92.37,437.25,1.09,225.8,419.62,544.95,937.86,302.98,904.68,1036.27,293.18,442.46,687.15
2021-07,RO,19927.0,52.0,383.21,14.36,164173.7,1133.8,-14.84,27.68,1.19,32.95,17.91,57.77,1.37,122.82,568.73,1.14,201.63,346.24,357.31,561.69,197.1,716.97,658.48,290.56,405.52,660.86
2021-08,RO,146234.0,49.0,2984.37,20.78,1598880.4,4791.0,-0.76,48.8,5.26,35.45,20.7,54.25,1.74,141.46,588.04,1.17,184.43,304.56,270.1,416.94,114.15,594.69,313.28,268.23,388.62,633.84
2021-09,RO,70712.0,52.0,1359.85,17.78,750977.3,2699.4,-1.03,2.35,74.33,34.79,22.67,67.94,1.28,136.51,579.9,1.13,181.64,280.7,236.18,378.74,88.62,589.24,234.71,266.08,383.82,638.49
2021-10,RO,50759.0,52.0,976.13,17.15,546051.7,3562.1,-2.29,2.97,128.42,33.45,23.15,75.74,0.95,136.88,591.74,1.19,178.87,268.63,222.45,364.19,81.47,576.64,225.52,274.16,386.15,647.88
2021-11,RO,3201.0,49.0,65.33,15.53,31632.2,1291.4,-3.91,1.37,339.39,31.28,22.86,84.23,0.57,109.69,496.35,1.1,218.73,343.18,268.42,427.87,146.78,621.51,456.11,331.49,516.13,762.37
2021-12,RO,374.0,35.0,10.69,7.87,2243.3,61.0,-37.29,0.59,330.73,31.23,23.34,85.79,0.52,107.89,486.19,1.09,281.77,469.98,431.19,711.39,340.38,819.56,974.68,379.53,714.58,902.1
2022-01,RO,1891.0,46.0,41.11,8.78,13270.8,238.8,-9.82,2.4,273.55,31.41,22.8,82.71,0.63,118.06,531.24,1.22,308.19,520.97,584.71,902.35,405.93,927.79,1064.57,346.69,801.55,865.31
2022-02,RO,171.0,25.0,6.84,8.64,1373.6,110.4,-40.87,0.29,338.68,30.77,22.69,84.7,0.54,98.33,441.6,1.32,420.43,667.5,620.5,976.48,517.93,935.78,1279.16,420.96,790.32,1033.35
2022-03,RO,114.0,22.0,5.18,8.97,878.9,82.9,-78.86,0.24,368.02,30.85,22.72,85.12,0.53,106.54,486.38,1.23,412.1,691.65,687.67,1137.12,539.03,982.64,1391.69,432.99,741.96,1040.81
2022-04,RO,571.0,42.0,13.6,6.37,3471.1,71.2,-13.73,3.3,110.97,31.95,22.57,79.48,0.75,116.67,537.58,1.26,345.16,631.73,688.8,1261.56,495.69,1016.41,1359.48,349.58,573.62,831.91
2022-05,RO,2653.0,49.0,54.14,7.04,14957.8,192.4,-12.18,7.38,59.31,31.57,19.85,71.18,0.94,111.04,516.97,1.22,248.23,483.83,617.84,1109.32,393.6,916.69,970.84,314.58,506.75,738.4
2022-06,RO,2708.0,49.0,55.27,6.31,14403.5,238.9,-10.69,8.85,39.31,31.08,19.42,74.3,0.83,94.15,445.61,1.15,240.69,401.6,494.02,786.59,285.56,757.07,737.35,299.92,462.18,708.92
2022-07,RO,10965.0,48.0,228.44,14.82,107217.3,1571.3,-18.28,16.67,4.07,33.88,19.63,64.15,1.26,120.01,560.61,0.99,199.06,345.56,349.44,525.89,182.37,641.68,379.58,295.78,466.23,671.68
2022-08,RO,81149.0,50.0,1622.98,37.83,1826951.6,5390.0,-1.52,-1.01,45.37,33.5,19.92,65.66,1.21,126.49,554.67,1.21,186.82,305.94,271.1,412.81,121.79,597.81,337.56,278.25,394.98,653.57
2022-09,RO,123337.0,52.0,2371.87,45.59,5554480.9,5336.2,-1.34,4.03,82.03,34.56,21.14,67.54,1.22,131.27,545.13,1.22,177.94,278.62,237.89,366.4,88.29,544.5,211.36,265.71,379.15,644.51
2022-10,RO,20822.0,52.0,400.42,37.0,759895.1,3035.6,-1.96,1.03,175.42,32.73,21.94,79.1,0.77,122.54,539.75,1.11,200.47,296.94,244.9,358.13,97.79,565.89,291.5,286.37,429.71,681.18
2022-11,RO,44494.0,52.0,855.65,40.11,1771690.7,1258.4,-1.52,3.91,149.21,32.43,20.76,74.74,0.88,133.96,617.27,1.04,187.95,381.95,263.92,399.58,131.59,592.48,398.52,284.28,399.68,692.84
2022-12,RO,1836.0,47.0,39.06,23.23,42612.0,408.5,-57.09,2.31,244.12,30.85,22.19,84.71,0.53,114.34,533.98,0.88,313.8,475.85,294.19,434.95,317.91,614.94,586.22,337.06,549.56,782.38
2023-01,RO,710.0,43.0,16.51,18.96,13365.2,285.5,-8.4,1.15,267.35,30.31,21.9,85.44,0.5,112.84,535.02,0.84,372.32,593.36,417.27,556.73,398.03,766.69,946.34,345.45,618.23,801.85
2023-02,RO,179.0,34.0,5.26,10.52,1882.6,93.8,-39.07,0.15,249.37,30.81,22.1,85.38,0.51,102.41,484.2,0.72,391.09,645.66,564.66,739.71,464.32,895.8,1226.15,360.13,649.36,853.8
2023-03,RO,288.0,36.0,8.0,22.61,6488.0,186.0,-20.81,0.51,352.25,30.81,22.18,86.22,0.48,109.63,523.26,0.75,403.43,657.21,633.55,915.29,559.81,981.14,1365.86,350.39,702.95,915.1
2023-04,RO,147.0,30.0,4.9,7.6,1117.5,63.5,-81.54,0.99,221.06,31.33,22.26,85.6,0.51,103.03,501.04,0.64,396.79,676.38,675.99,1180.43,486.37,1057.67,1499.27,369.61,649.68,927.83
2023-05,RO,740.0,40.0,18.5,7.43,5392.0,111.8,-9.26,6.02,84.5,31.83,21.9,81.29,0.66,100.19,489.72,0.73,306.4,607.84,656.47,1168.15,450.31,1000.58,1205.94,326.77,494.32,772.21
2023-06,RO,2283.0,40.0,57.08,25.16,56695.2,350.8,-16.05,9.48,39.5,31.58,19.43,74.94,0.83,97.11,474.55,1.0,248.1,494.57,601.03,956.18,310.82,869.15,908.0,300.73,463.04,710.7
2023-07,RO,10869.0,50.0,217.38,38.56,408647.8,565.2,-10.77,30.85,1.01,34.65,18.95,64.48,1.25,122.5,578.79,0.95,204.18,390.39,458.97,652.53,165.69,727.85,567.85,291.06,427.02,672.57
2023-08,RO,50092.0,49.0,1022.29,57.95,2832261.8,1916.5,-1.68,8.59,43.8,35.36,21.71,65.71,1.35,126.8,550.66,0.97,187.88,328.47,306.95,450.97,145.89,614.17,348.32,283.58,405.26,654.13
2023-09,RO,80977.0,52.0,1557.25,62.81,4935934.4,1912.1,-1.24,3.01,89.38,35.99,23.08,68.64,1.3,137.77,582.27,1.05,197.74,305.92,261.29,396.79,109.41,562.28,170.22,273.4,422.57,648.0
2023-10,RO,40427.0,51.0,792.69,49.67,1970401.2,1383.4,-3.2,2.27,90.58,35.62,23.66,70.5,1.24,143.77,599.82,1.07,192.3,292.53,245.15,377.19,86.71,549.34,144.85,264.12,400.58,640.05
2023-11,RO,39356.0,52.0,756.85,53.48,2051015.3,6950.4,-4.11,3.32,153.13,34.37,23.65,73.74,1.07,135.94,580.89,1.04,192.98,278.82,229.35,367.72,87.88,563.02,244.14,272.52,381.27,649.32
2023-12,RO,2708.0,49.0,55.27,29.62,79147.2,483.2,-6.22,0.98,218.48,33.24,23.59,78.8,0.82,132.96,590.96,0.97,207.73,302.19,253.94,406.1,129.1,626.23,689.73,296.27,398.61,691.37
2024-01,RO,789.0,41.0,19.24,17.74,13573.7,313.2,-25.26,1.39,321.55,31.94,23.46,82.46,0.66,118.4,528.85,1.04,299.84,367.18,335.66,467.53,346.32,740.27,827.52,316.27,527.27,798.18
2024-02,RO,258.0,37.0,6.97,10.33,2666.2,98.2,-42.57,0.76,334.49,31.86,23.2,82.31,0.66,107.57,479.8,1.02,313.02,432.83,444.28,645.62,426.69,815.01,1098.03,330.56,700.07,855.65
2024-03,RO,306.0,37.0,8.27,8.0,2423.5,50.9,-16.32,0.44,144.28,33.3,23.84,81.09,0.74,80.87,362.12,0.91,334.65,495.69,531.1,812.1,490.65,918.45,1364.48,309.57,667.17,854.84
2024-04,RO,328.0,38.0,8.63,6.66,2172.0,60.8,-27.38,1.44,144.28,33.3,23.84,81.09,0.74,80.87,362.12,0.91,336.66,595.98,606.66,820.77,450.31,893.8,1177.37,324.1,592.7,886.22
2024-05,RO,1119.0,38.0,29.45,5.54,6102.6,121.9,-10.26,5.66,144.28,33.3,23.84,81.09,0.74,80.87,362.12,0.91,235.67,530.29,598.06,814.67,352.2,891.77,924.67,294.24,513.66,720.89
2024-06,RO,4266.0,47.0,90.77,18.44,77134.5,332.0,-26.06,15.67,144.28,33.3,23.84,81.09,0.74,80.87,362.12,0.91,195.2,373.2,458.32,616.77,213.39,728.4,605.72,277.24,415.21,673.22
2024-07,RO,42794.0,49.0,873.35,45.86,1908125.8,2571.6,-6.71,25.38,144.28,33.3,23.84,81.09,0.74,80.87,362.12,0.91,174.89,298.4,289.4,428.9,128.03,622.61,332.78,262.23,372.69,642.15
2024-08,RO,167940.0,49.0,3427.35,33.94,5479413.3,2989.5,-2.49,30.96,-,-,-,-,-,-,-,-,163.92,268.52,235.67,374.73,86.23,573.45,200.03,251.24,350.38,621.05
2024-09,RO,95581.0,50.0,1911.62,23.97,2180786.9,1972.7,-1.04,23.43,-,-,-,-,-,-,-,-,162.78,255.5,215.37,350.15,66.98,529.37,65.97,243.47,347.02,610.97
2024-10,RO,49564.0,52.0,953.15,31.85,1502650.6,2180.7,-3.66,2.06,-,-,-,-,-,-,-,-,174.4,265.23,213.74,345.31,61.56,514.68,55.96,258.56,373.18,633.68
2024-11,RO,2620.0,48.0,54.58,12.39,31972.0,225.8,-6.37,0.61,-,-,-,-,-,-,-,-,223.94,307.97,250.52,381.22,202.35,563.35,288.15,294.37,467.6,722.53
2024-12,RO,1190.0,46.0,25.87,14.27,16713.7,183.1,-2.38,0.61,-,-,-,-,-,-,-,-,314.81,390.94,335.9,504.03,343.05,751.87,793.94,318.85,545.86,781.08
