Data,UF,Total_Focos,Qtd_Municipios_Com_Fogo,Media_Focos_Mun_Com_Fogo,FRP_Medio,FRP_Soma,FRP_Maximo,Risco_Fogo_Medio,Dias_Secos_Medio,Precipitacao_Media_Local_Fogo,Precipitacao_Media,Temp_Max_Media,Temp_Min_Media,Umidade_Relativa_Media,VPD_Medio,Evapotranspiracao_Media,Radiacao_Solar_Media,Velocidade_Vento_Media,MISSÃO_AUARIS_-_JUSANTE_14485010,FAZENDA_CAJUPIRANGA_14495000,FAZENDA_PASSARÃO_14515000,BOM_FIM_14526000,MALOCA_DO_CONTÃO_14550000,BOA_VISTA_14620000,POSTO_FUNAÍ_14650000,FÉ_E_ESPERANÇA_14680001,CARACARAI_14710000,MISSÃO_CATRIMANI_14750000,SANTA_MARIA_DO_BOIAÇU_14790000
2010-03,RR,1391.0,15.0,92.73,36.35,28679.8,867.2,-,-,-,78.17,33.88,23.89,78.12,0.88,130.76,588.35,0.74,260.37,472.38,538.84,251.12,109.58,44.07,434.52,188.06,71.73,447.76,258.27
2010-04,RR,115.0,12.0,9.58,20.48,757.6,84.5,-,-,-,333.49,31.61,23.37,86.11,0.52,92.53,428.46,0.34,394.6,585.66,676.22,360.22,202.42,180.8,527.12,279.92,202.15,527.38,449.62
2010-05,RR,11.0,5.0,2.2,51.93,363.5,154.1,-,-,-,387.12,30.98,23.28,87.28,0.46,92.63,435.53,0.35,462.1,807.35,984.36,913.48,344.73,547.67,550.22,393.27,600.2,735.4,949.38
2010-06,RR,13.0,8.0,1.62,6.5,6.5,6.5,-,-,-,337.49,31.68,22.69,85.57,0.52,100.11,484.2,0.38,482.72,765.66,1013.93,943.07,425.37,658.2,539.14,386.32,744.7,656.53,1132.43
2010-07,RR,9.0,3.0,3.0,9.8,19.6,15.0,-,-,-,311.48,30.96,22.24,85.81,0.5,99.41,481.2,0.42,494.71,807.21,1059.15,916.19,462.35,688.58,565.59,392.4,773.5,731.36,1158.13
2010-08,RR,34.0,10.0,3.4,13.0,104.0,28.9,-,-,-,233.08,31.87,22.15,82.41,0.64,110.0,525.95,0.44,511.37,764.06,1004.22,889.0,406.07,637.05,542.51,361.01,753.42,644.05,1097.89
2010-09,RR,77.0,13.0,5.92,13.62,408.5,39.2,-,-,-,129.14,33.2,23.16,77.83,0.85,131.55,618.52,0.67,465.49,669.63,845.84,530.02,307.88,391.77,510.87,310.85,472.68,554.93,914.97
2010-10,RR,187.0,14.0,13.36,29.28,4304.2,768.1,-,-,-,96.31,33.55,23.55,75.24,0.98,135.99,623.03,0.78,399.21,584.94,728.66,444.05,256.14,250.72,487.45,278.31,294.0,511.18,625.96
2010-11,RR,71.0,12.0,5.92,19.89,1173.5,98.0,-,-,-,184.46,32.59,23.05,81.09,0.72,115.85,542.95,0.72,407.36,660.1,776.65,542.17,334.11,339.08,524.42,305.42,380.45,526.01,666.54
2010-12,RR,161.0,13.0,12.38,23.83,3407.0,353.3,-,-,-,160.25,31.99,22.88,80.54,0.72,111.69,521.79,0.76,395.28,668.04,858.81,444.48,248.77,306.9,503.47,285.41,358.15,523.37,686.22
2011-01,RR,637.0,15.0,42.47,27.23,15600.5,564.8,-,-,-,84.47,31.71,22.65,77.36,0.82,119.88,548.99,1.07,357.2,660.61,739.75,389.93,177.05,256.45,503.55,279.9,309.34,537.01,691.4
2011-02,RR,434.0,15.0,28.93,28.13,8439.8,684.3,-,-,-,118.38,32.47,23.27,78.9,0.8,109.69,492.87,0.99,318.2,633.6,725.57,319.34,202.54,223.76,502.41,282.75,250.19,487.3,515.71
2011-03,RR,374.0,15.0,24.93,25.58,5525.9,182.6,-,-,-,185.46,31.27,22.76,82.33,0.64,112.12,511.72,0.94,325.48,696.48,834.26,451.85,213.19,340.36,549.48,335.78,386.27,537.11,702.31
2011-04,RR,338.0,13.0,26.0,20.81,4411.1,128.7,-,-,-,190.73,32.17,23.11,81.18,0.7,113.05,517.69,0.84,375.87,643.4,742.94,452.63,160.62,245.98,506.33,291.88,287.02,516.58,709.72
2011-05,RR,60.0,12.0,5.0,11.96,155.5,27.0,-,-,-,499.93,30.18,22.7,88.49,0.4,88.81,420.05,0.48,422.69,826.15,996.44,894.09,437.9,559.77,670.39,496.86,637.45,715.11,1008.37
2011-06,RR,26.0,10.0,2.6,13.95,153.5,44.1,-,-,-,325.76,30.93,22.67,87.03,0.46,97.03,469.78,0.48,405.47,824.8,1120.76,998.19,424.27,792.63,605.93,446.3,932.12,828.96,1287.16
2011-07,RR,19.0,7.0,2.71,14.44,231.1,31.4,-,-,-,235.61,31.55,22.55,85.29,0.53,112.28,547.44,0.53,365.06,701.99,862.62,756.34,304.58,436.39,567.46,393.5,553.77,732.03,1174.72
2011-08,RR,85.0,12.0,7.08,22.83,1666.8,207.8,-,-,-,167.12,32.75,22.52,82.09,0.67,131.23,629.04,0.68,358.01,676.9,844.65,682.03,291.54,443.5,561.24,379.27,577.21,721.75,1006.26
2011-09,RR,112.0,15.0,7.47,23.06,2052.4,218.0,-,-,-,118.13,33.44,22.95,80.87,0.74,129.14,606.41,0.65,370.26,629.42,747.67,478.73,247.32,273.86,502.13,326.02,355.25,620.15,788.88
2011-10,RR,199.0,12.0,16.58,23.92,3180.8,250.0,-,-,-,144.97,33.22,22.99,80.55,0.75,128.89,594.11,0.83,397.34,679.47,820.27,448.1,289.16,342.26,448.77,358.29,404.94,716.2,741.59
2011-11,RR,289.0,15.0,19.27,32.86,7229.5,387.4,-,-,-,147.37,32.88,23.25,80.92,0.73,119.05,556.23,0.73,418.85,683.32,806.79,505.02,286.05,332.67,435.53,337.45,406.7,679.9,799.08
2011-12,RR,754.0,15.0,50.27,23.67,12854.5,210.6,-,-,-,48.99,33.12,23.26,77.93,0.85,125.8,579.53,0.91,383.23,600.15,702.54,434.24,193.1,216.68,390.94,285.99,268.06,564.49,615.02
2012-01,RR,1290.0,15.0,86.0,22.51,10962.7,211.4,-,-,-,91.83,32.49,23.08,77.71,0.83,122.47,550.44,1.11,358.64,591.37,679.6,399.12,170.06,175.29,388.81,266.87,212.4,525.22,491.38
2012-02,RR,1701.0,15.0,113.4,30.23,8736.5,333.4,-,-,-,108.24,31.89,22.8,78.42,0.79,111.12,498.1,1.08,373.15,640.66,730.58,397.55,213.06,227.1,427.74,309.36,266.62,518.31,553.14
2012-03,RR,2266.0,15.0,151.07,29.84,9637.5,986.6,-,-,-,138.35,32.24,22.96,78.45,0.81,119.35,530.54,0.97,346.36,652.52,719.61,378.18,162.32,216.38,447.1,305.53,268.06,565.02,635.77
2012-04,RR,464.0,14.0,33.14,20.12,1408.4,78.6,-,-,-,301.76,31.25,22.82,84.85,0.55,101.54,472.85,0.64,406.86,720.28,834.47,388.08,215.08,317.49,485.2,394.39,391.38,701.75,835.02
2012-05,RR,242.0,15.0,16.13,14.18,524.7,33.9,-,-,-,265.61,31.2,22.6,84.7,0.55,106.32,507.6,0.6,427.03,748.98,980.16,741.68,251.48,474.98,472.78,387.18,554.74,691.69,1064.29
2012-06,RR,219.0,15.0,14.6,15.89,699.3,63.7,-,-,-,182.64,31.54,22.7,83.42,0.6,107.95,521.9,0.64,457.42,685.53,804.87,513.4,227.61,349.82,528.83,365.02,409.28,668.81,948.12
2012-07,RR,65.0,13.0,5.0,9.41,75.3,20.2,-,-,-,293.72,30.76,22.22,86.35,0.48,99.53,482.13,0.48,392.32,744.32,773.65,852.08,335.12,518.04,580.23,401.48,609.67,702.28,994.0
2012-08,RR,295.0,12.0,24.58,11.07,155.0,16.0,-,-,-,190.48,31.73,22.26,83.98,0.58,113.52,543.18,0.59,476.19,728.69,733.8,798.26,356.66,514.4,566.1,375.73,630.39,738.06,1060.44
2012-09,RR,1003.0,15.0,66.87,22.85,3381.8,131.2,-,-,-,98.42,33.72,22.72,79.01,0.81,130.42,606.61,0.71,379.05,592.22,589.27,444.6,188.84,237.35,506.12,301.07,317.14,610.98,815.82
2012-10,RR,1801.0,15.0,120.07,29.78,9528.1,712.2,-,-,-,78.19,34.67,23.55,76.74,0.94,140.55,637.9,0.8,364.13,564.18,658.15,351.45,185.44,169.02,460.81,288.03,223.77,559.65,590.87
2012-11,RR,2624.0,15.0,174.93,31.96,12177.3,477.9,-,-,-,73.41,34.99,23.42,75.74,0.99,132.29,600.19,0.78,345.72,527.36,613.38,304.95,158.4,112.67,445.1,256.53,162.49,513.13,492.9
2012-12,RR,1103.0,15.0,73.53,22.43,4036.8,172.6,-,-,-,114.96,32.83,23.18,79.52,0.78,117.88,542.54,0.84,353.41,572.9,631.9,305.41,178.55,144.21,464.52,250.4,180.54,512.89,458.09
2013-01,RR,6439.0,15.0,429.27,31.01,29989.1,1045.9,-,-,-,12.38,33.64,23.47,73.01,1.06,134.39,583.02,1.23,300.78,500.98,571.98,271.48,123.97,61.85,344.65,212.81,103.47,474.45,378.49
2013-02,RR,1359.0,15.0,90.6,31.71,3709.7,212.1,-,-,-,164.8,32.09,23.15,81.1,0.71,97.54,428.53,0.99,332.61,608.79,675.84,254.01,170.39,145.64,387.96,286.62,172.95,515.53,399.39
2013-03,RR,5034.0,15.0,335.6,32.62,18102.8,439.8,-,-,-,90.53,33.23,23.66,75.95,0.94,128.22,559.18,1.03,313.6,558.34,650.6,275.74,122.92,126.02,380.19,243.35,178.26,512.23,523.98
2013-04,RR,2391.0,15.0,159.4,28.6,8123.2,541.7,-,-,-,213.46,32.62,23.6,78.49,0.84,113.17,491.72,0.91,351.73,557.25,745.57,287.18,207.35,124.62,410.83,235.9,158.02,551.34,534.71
2013-05,RR,65.0,11.0,5.91,15.45,123.6,45.0,-,-,-,338.23,30.89,22.92,85.07,0.53,100.75,478.39,0.52,452.94,794.71,958.15,675.93,309.94,486.81,582.95,430.02,570.5,653.92,949.59
2013-06,RR,67.0,13.0,5.15,16.27,130.2,50.0,-,-,-,225.07,31.87,22.95,82.3,0.65,108.12,519.1,0.56,467.15,782.0,945.8,673.52,324.84,475.79,560.54,412.62,614.74,728.8,1093.66
2013-07,RR,79.0,11.0,7.18,8.57,51.4,11.4,-,-,-,271.97,31.1,22.24,83.84,0.57,107.75,524.15,0.55,457.79,748.01,937.08,686.16,283.76,423.92,549.06,362.29,511.98,674.45,1018.08
2013-08,RR,64.0,13.0,4.92,12.8,166.4,23.8,-,-,-,296.25,31.2,22.28,86.66,0.47,108.72,523.98,0.51,492.27,744.41,1072.05,757.13,378.06,508.56,545.4,354.1,618.86,687.06,1055.31
2013-09,RR,327.0,15.0,21.8,16.45,937.4,53.6,-,-,-,139.32,33.24,22.82,82.79,0.66,122.1,573.31,0.57,423.18,644.03,834.58,603.43,267.14,342.75,537.13,351.68,469.66,649.57,978.01
2013-10,RR,1196.0,15.0,79.73,29.27,4975.7,272.4,-,-,-,97.95,34.04,22.98,78.08,0.86,133.17,613.91,0.7,392.66,577.95,824.61,407.97,207.15,183.62,503.87,307.42,263.82,595.43,670.68
2013-11,RR,1216.0,15.0,81.07,27.91,5581.2,289.0,-,-,-,102.56,33.31,23.11,79.8,0.78,113.65,516.79,0.78,382.15,579.1,696.98,343.96,197.37,190.93,503.37,307.13,248.14,571.18,570.92
2013-12,RR,1867.0,15.0,124.47,45.66,11141.5,1486.6,-,-,-,61.1,32.71,23.29,77.92,0.84,120.19,547.28,0.95,442.31,553.77,843.38,286.6,200.9,157.66,474.87,267.32,212.34,526.74,515.94
2014-01,RR,5310.0,15.0,354.0,31.53,29705.5,860.5,-2.16,7.02,0.18,26.85,33.2,22.9,74.87,0.96,128.36,561.63,1.22,439.97,526.36,638.85,265.12,150.07,107.35,448.9,235.27,148.44,488.4,406.49
2014-02,RR,3445.0,15.0,229.67,28.43,17938.4,353.5,-6.88,5.77,0.33,75.07,33.04,23.16,75.21,0.95,107.41,454.76,1.14,416.21,504.1,581.98,247.07,140.94,69.6,433.82,219.5,108.64,463.62,355.05
2014-03,RR,7316.0,15.0,487.73,37.61,47055.1,2346.3,-2.05,7.01,0.28,54.35,33.67,23.62,76.04,0.95,126.08,535.79,1.09,406.4,533.35,609.27,238.81,130.41,88.61,466.85,218.95,122.69,478.64,384.6
2014-04,RR,3446.0,15.0,229.73,31.68,13211.0,863.6,-1.36,4.96,0.29,166.63,32.23,23.3,85.0,0.57,97.1,439.16,0.55,422.12,550.46,590.02,250.58,147.66,101.05,476.14,240.37,133.9,484.18,520.34
2014-05,RR,735.0,14.0,52.5,22.33,2456.3,112.6,-3.44,3.37,1.49,186.52,32.85,23.72,77.77,0.86,114.34,514.52,0.77,421.84,628.08,667.15,297.77,163.88,185.53,492.95,276.43,217.68,508.41,714.81
2014-06,RR,52.0,8.0,6.5,10.07,120.8,16.3,0.17,0.52,5.12,328.49,30.74,22.93,84.61,0.55,94.09,446.09,0.59,484.94,715.77,830.72,633.03,267.02,330.78,440.38,369.2,386.56,578.07,884.24
2014-07,RR,107.0,13.0,8.23,31.31,532.3,107.7,0.09,2.69,1.15,204.5,31.51,22.38,84.29,0.56,112.28,546.67,0.55,405.6,689.43,854.55,605.24,224.41,337.73,558.0,379.15,442.77,681.13,1055.79
2014-08,RR,119.0,13.0,9.15,21.3,468.7,74.5,0.33,1.87,2.78,174.96,31.79,22.65,82.44,0.64,113.37,539.17,0.55,372.48,650.44,830.15,536.0,243.48,292.52,541.81,325.4,361.58,610.21,872.29
2014-09,RR,764.0,15.0,50.93,30.31,3789.0,435.7,-24.37,5.85,0.27,62.12,34.65,23.17,72.46,1.1,138.99,630.25,0.8,392.46,555.03,687.05,389.09,199.63,153.75,471.1,266.97,207.02,525.17,637.13
2014-10,RR,834.0,15.0,55.6,31.41,3675.0,223.3,-4.12,4.33,1.16,107.08,33.71,23.15,77.73,0.88,123.62,563.39,0.64,432.85,541.61,582.77,299.95,165.34,102.94,447.58,250.37,142.96,505.73,442.46
2014-11,RR,1396.0,15.0,93.07,40.44,10351.4,370.6,-3.0,3.3,0.74,87.74,33.59,23.46,77.42,0.89,117.71,534.91,0.73,435.65,605.44,700.14,296.35,182.12,176.01,476.1,269.58,213.22,534.78,489.68
2014-12,RR,3114.0,15.0,207.6,45.05,26131.2,1556.9,-1.53,7.63,0.17,37.97,33.88,23.42,74.33,1.01,128.4,577.65,0.91,431.81,551.98,786.77,262.59,150.6,114.83,449.13,234.85,148.22,488.61,425.91
2015-01,RR,3983.0,15.0,265.53,33.48,25682.4,764.4,-1.12,12.02,0.34,40.02,33.02,23.15,72.92,1.03,123.13,527.81,1.15,411.51,513.17,683.32,244.86,128.27,71.41,417.32,200.61,104.48,464.69,344.3
2015-02,RR,7489.0,15.0,499.27,37.59,42852.7,1571.9,-2.95,7.57,0.23,23.08,34.21,23.46,68.52,1.26,125.36,523.66,1.21,390.96,467.21,546.03,237.0,123.12,26.23,396.89,178.04,67.76,449.62,300.88
2015-03,RR,3997.0,15.0,266.47,27.38,15934.3,412.4,-1.09,3.7,0.74,71.32,33.44,24.06,71.25,1.14,119.72,482.38,1.12,381.73,512.6,565.85,228.56,106.45,49.32,406.13,188.21,82.06,442.35,348.44
2015-04,RR,5230.0,15.0,348.67,26.52,21881.2,625.2,-6.02,6.58,0.22,152.9,33.43,23.75,73.77,1.04,119.02,500.19,1.05,394.68,536.32,662.68,225.4,158.67,69.57,425.47,209.5,95.62,459.18,513.9
2015-05,RR,425.0,15.0,28.33,18.99,1291.3,79.5,-1.66,3.92,1.22,263.64,30.76,22.97,83.69,0.59,99.74,459.92,0.72,375.25,604.81,800.26,349.84,190.45,172.97,477.48,268.56,215.1,478.4,690.04
2015-06,RR,92.0,14.0,6.57,12.73,89.1,19.5,-21.37,1.2,3.04,214.68,31.41,22.68,84.59,0.55,104.49,507.27,0.53,488.03,694.08,800.04,454.87,261.8,332.07,511.28,313.19,389.63,575.56,835.14
2015-07,RR,114.0,13.0,8.77,9.39,93.9,16.5,-17.13,2.04,2.11,238.71,31.58,22.55,83.34,0.6,113.35,551.83,0.52,490.44,668.38,780.14,519.79,226.23,304.06,465.55,331.56,381.61,667.59,842.4
2015-08,RR,163.0,15.0,10.87,20.77,373.8,94.8,-5.86,1.98,2.06,149.88,33.11,23.07,80.0,0.77,129.35,612.85,0.62,477.86,662.84,803.49,513.3,235.6,320.88,508.29,304.58,385.43,663.68,827.48
2015-09,RR,971.0,15.0,64.73,38.53,5086.6,467.9,-14.82,6.53,0.35,42.56,35.38,23.77,71.4,1.19,143.48,651.58,0.69,440.45,565.31,663.49,327.84,179.18,161.73,473.4,252.71,221.05,618.26,669.45
2015-10,RR,2518.0,15.0,167.87,39.23,14241.5,940.3,-1.56,6.84,0.45,25.29,36.02,24.32,71.04,1.25,142.37,624.33,0.76,317.58,486.58,561.13,272.09,125.22,42.57,155.27,198.27,90.94,551.49,352.56
2015-11,RR,2726.0,15.0,181.73,43.76,21353.4,921.2,-3.28,5.24,0.56,39.3,35.06,24.34,73.44,1.11,132.94,574.1,1.02,306.33,482.12,547.54,248.68,136.53,29.96,268.12,186.43,73.11,540.43,296.07
2015-12,RR,4816.0,15.0,321.07,34.81,32717.3,1059.5,-7.82,13.17,0.12,20.37,33.23,23.68,71.69,1.11,135.25,563.93,1.56,278.24,448.55,516.43,237.19,114.25,4.08,385.65,165.55,50.26,525.29,249.93
2016-01,RR,29448.0,15.0,1963.2,34.7,173688.6,1536.7,-1.74,11.1,0.19,4.77,34.44,23.88,64.49,1.45,154.9,601.83,1.78,261.62,427.85,497.51,233.45,89.98,-20.38,467.46,143.87,30.11,512.92,207.79
2016-02,RR,4729.0,15.0,315.27,26.14,17590.1,386.1,-1.57,5.69,0.81,44.46,33.56,24.26,71.89,1.12,123.43,508.05,1.33,256.91,407.22,472.8,231.53,105.32,-41.21,357.88,138.06,8.6,511.77,168.57
2016-03,RR,26254.0,15.0,1750.27,31.78,136962.1,1123.2,-0.79,5.42,0.59,50.51,34.45,25.06,69.02,1.31,140.4,545.08,1.48,250.68,425.98,482.44,226.29,77.01,30.96,352.81,129.95,14.24,403.17,181.34
2016-04,RR,1784.0,15.0,118.93,26.02,9601.7,343.8,-1.04,3.29,0.86,262.05,32.62,23.72,79.81,0.79,108.29,477.87,0.8,282.05,467.75,513.34,246.4,192.38,41.44,392.93,173.65,52.7,433.81,263.9
2016-05,RR,148.0,15.0,9.87,13.98,503.1,69.2,-26.87,1.32,3.55,306.22,31.88,23.45,83.9,0.61,102.82,475.68,0.58,433.35,602.79,713.68,506.0,252.73,251.73,506.61,302.58,302.58,493.07,637.74
2016-06,RR,92.0,14.0,6.57,16.38,294.8,32.8,-32.43,1.95,2.48,322.95,31.33,22.66,84.88,0.54,99.39,476.88,0.51,501.88,721.2,877.12,807.3,345.34,424.92,526.88,332.17,490.53,550.7,796.08
2016-07,RR,37.0,11.0,3.36,16.2,16.2,16.2,-80.95,0.41,9.27,303.53,31.8,22.94,84.1,0.58,106.08,506.68,0.48,521.29,800.69,1008.98,801.53,379.81,562.48,560.37,378.27,652.66,595.85,1040.26
2016-08,RR,169.0,13.0,13.0,16.29,472.5,116.3,-47.13,3.0,0.89,182.26,33.09,23.01,80.57,0.75,126.17,596.01,0.56,406.69,673.05,851.94,605.18,343.93,416.08,531.41,338.13,520.79,557.38,979.56
2016-09,RR,258.0,14.0,18.43,13.11,432.6,41.9,-7.48,2.5,2.55,191.7,33.9,23.18,78.8,0.83,129.7,604.4,0.59,398.32,597.78,711.18,459.1,313.02,272.39,486.33,279.75,339.72,567.58,748.17
2016-10,RR,952.0,15.0,63.47,21.94,3553.8,127.1,-10.87,5.18,0.58,95.03,34.86,23.9,74.67,1.05,136.38,608.35,0.75,340.31,518.18,605.92,369.0,236.56,119.44,444.68,233.39,166.44,495.58,509.5
2016-11,RR,786.0,15.0,52.4,36.31,4320.6,1601.3,-9.55,3.12,0.81,85.0,33.98,23.79,78.25,0.87,112.67,507.81,0.64,330.45,509.37,589.65,318.12,207.25,105.23,440.15,216.85,146.18,482.9,429.48
2016-12,RR,950.0,15.0,63.33,25.32,5747.4,786.7,-3.42,9.24,0.48,138.49,33.03,23.75,79.82,0.79,110.08,484.01,0.93,335.44,535.32,604.34,283.1,178.16,99.26,456.1,238.15,136.84,476.89,387.65
2017-01,RR,1043.0,15.0,69.53,18.84,3636.8,200.6,-2.06,0.0,0.86,122.97,32.13,23.06,78.09,0.81,112.75,504.69,0.98,335.13,560.84,645.23,277.9,162.53,132.69,481.48,260.82,184.74,489.97,498.06
2017-02,RR,1798.0,15.0,119.87,23.28,6099.0,194.8,-2.61,0.0,0.81,120.84,31.8,22.83,78.56,0.78,101.01,448.17,0.99,311.54,555.77,636.23,258.5,177.59,114.85,455.96,244.98,146.39,478.62,472.02
2017-03,RR,2149.0,15.0,143.27,57.69,19152.5,1613.4,-4.14,0.0,0.57,168.03,31.9,23.17,78.82,0.79,117.92,526.05,0.98,333.45,642.0,727.61,295.28,203.19,201.4,506.97,297.08,240.15,515.61,571.85
2017-04,RR,997.0,15.0,66.47,20.49,2540.6,62.4,-1.5,0.0,0.7,158.08,32.34,23.41,79.1,0.79,113.79,507.3,0.91,353.29,595.15,689.44,322.35,135.62,158.11,495.92,266.19,208.74,514.22,654.22
2017-05,RR,166.0,14.0,11.86,24.61,1033.8,133.9,0.2,0.0,1.41,330.04,31.8,23.21,83.57,0.61,108.61,510.5,0.6,404.92,772.68,899.3,576.77,313.46,421.92,573.74,411.71,508.31,629.84,890.37
2017-06,RR,82.0,14.0,5.86,10.24,51.2,16.2,-36.25,0.0,2.87,355.14,31.58,23.16,84.42,0.57,99.06,473.33,0.42,414.52,779.98,947.32,676.93,380.22,468.03,584.53,422.12,538.79,746.76,958.72
2017-07,RR,47.0,12.0,3.92,13.93,55.7,18.7,0.07,0.0,4.74,360.99,30.98,22.39,84.57,0.55,103.76,503.47,0.46,476.4,817.73,1137.83,959.84,527.8,760.5,631.36,467.36,878.05,831.31,1175.73
2017-08,RR,461.0,15.0,30.73,15.02,961.4,85.6,-12.69,0.0,0.74,152.26,33.81,23.24,77.0,0.91,138.47,647.57,0.7,436.85,703.45,870.79,563.19,339.08,436.98,573.16,393.31,569.87,686.86,1081.18
2017-09,RR,532.0,15.0,35.47,26.79,1768.2,166.3,-42.94,0.04,2.53,165.83,33.81,23.24,77.88,0.87,128.56,589.22,0.73,389.42,647.94,770.52,449.15,271.27,284.45,539.73,340.88,374.48,601.56,745.59
2017-10,RR,1692.0,15.0,112.8,23.88,6353.1,136.9,-1.66,0.0,0.87,79.19,34.52,23.91,75.01,1.02,140.59,622.17,0.95,360.52,578.11,680.75,331.05,182.39,184.06,532.06,292.37,242.47,546.67,603.74
2017-11,RR,4577.0,15.0,305.13,26.85,19302.6,443.6,-2.21,0.0,0.47,33.64,35.27,24.04,71.86,1.17,135.2,571.92,1.15,326.45,527.1,624.27,277.7,178.44,122.86,467.87,248.98,162.64,500.58,446.52
2017-12,RR,4082.0,17.0,240.12,29.09,21296.1,803.6,-2.0,0.0,0.68,48.76,33.58,23.6,76.1,0.94,116.65,496.35,1.12,322.6,498.66,579.35,251.73,156.71,74.73,457.96,220.89,109.65,475.9,346.69
2018-01,RR,7418.0,15.0,494.53,33.59,33418.9,1018.0,-2.46,0.0,0.31,34.96,32.84,22.68,74.09,0.97,124.23,547.43,1.12,352.81,515.1,598.73,245.13,167.87,96.89,440.23,220.21,129.56,476.92,365.62
2018-02,RR,14968.0,15.0,997.87,38.98,57922.6,1860.9,-2.61,0.0,0.59,39.51,33.46,23.1,68.01,1.24,119.35,492.87,1.25,285.49,469.64,545.88,234.75,138.28,31.93,451.18,209.97,75.11,462.98,282.68
2018-03,RR,26308.0,15.0,1753.87,35.76,77679.3,912.2,-12.1,0.46,0.38,49.06,34.59,23.7,75.91,0.98,127.19,534.85,1.06,270.5,454.64,523.87,229.03,173.15,17.74,410.5,193.64,65.16,450.53,280.01
2018-04,RR,9496.0,15.0,633.07,11.13,38337.1,824.0,-6.29,0.0,0.87,253.9,33.21,23.4,81.43,0.73,101.98,446.72,0.71,312.58,502.1,566.15,228.77,186.99,49.7,466.89,253.9,92.52,481.67,327.96
2018-05,RR,109.0,12.0,9.08,9.4,517.1,63.5,0.12,0.44,5.08,405.05,31.18,22.82,85.33,0.53,99.58,466.35,0.66,444.81,828.5,954.63,523.87,258.55,413.85,614.23,508.67,518.73,827.1,859.15
2018-06,RR,18.0,8.0,2.25,8.92,160.6,29.7,0.1,0.72,4.59,402.54,30.57,22.43,85.75,0.5,93.96,453.12,0.55,491.98,868.05,1066.42,869.58,365.63,582.24,660.92,519.33,716.0,851.02,1116.84
2018-07,RR,14.0,8.0,1.75,5.73,80.2,18.2,0.05,1.86,5.99,383.29,30.63,22.19,86.38,0.48,95.55,459.7,0.49,434.94,820.02,1100.31,1014.06,503.26,727.69,644.1,475.44,876.74,818.77,1230.7
2018-08,RR,98.0,15.0,6.53,7.09,694.4,31.8,-10.07,2.17,1.68,138.89,33.38,22.6,78.14,0.83,131.39,621.76,0.65,373.55,703.58,861.71,608.58,256.87,431.17,584.57,408.52,578.72,714.26,1151.68
2018-09,RR,273.0,15.0,18.2,7.15,1850.9,43.9,0.19,3.98,1.61,165.79,33.91,23.0,78.47,0.85,131.22,606.55,0.68,361.67,673.11,819.1,564.8,474.3,374.54,556.78,379.49,487.99,714.35,923.47
2018-10,RR,1715.0,15.0,114.33,9.91,15220.5,191.5,-1.77,9.23,0.44,64.14,35.81,23.78,72.33,1.17,148.38,665.32,0.75,300.61,568.45,679.35,355.03,204.73,183.59,503.87,296.67,250.23,562.86,602.23
2018-11,RR,1141.0,15.0,76.07,14.74,14603.7,1226.5,-3.74,6.88,0.66,91.46,34.26,23.97,75.4,1.01,122.48,532.2,0.97,317.55,531.02,630.15,303.2,239.46,121.47,480.39,271.76,175.32,520.88,474.03
2018-12,RR,1996.0,15.0,133.07,9.13,15790.5,132.9,0.44,11.77,0.15,59.81,32.55,22.77,75.28,0.92,117.97,508.92,1.24,332.53,547.65,636.14,285.26,192.16,128.01,481.21,256.61,171.08,502.94,435.75
2019-01,RR,7492.0,15.0,499.47,13.12,55359.2,357.3,-0.54,10.75,0.17,38.31,33.59,23.14,72.73,1.06,129.3,553.24,1.22,298.1,504.17,592.44,267.61,130.64,73.23,450.27,219.4,117.56,476.57,359.86
2019-02,RR,19431.0,15.0,1295.4,14.47,122383.7,711.4,-2.73,23.95,0.05,21.51,34.11,23.52,68.82,1.24,131.94,547.87,1.4,285.66,509.0,589.96,246.57,130.5,68.89,434.4,204.25,108.1,457.78,346.88
2019-03,RR,98500.0,15.0,6566.67,14.08,600051.7,1222.4,0.33,22.92,0.16,14.91,35.9,24.17,65.22,1.48,158.33,645.67,1.27,264.28,448.21,529.77,233.48,115.95,1.35,437.91,170.5,55.68,437.65,332.82
2019-04,RR,34941.0,15.0,2329.4,14.72,244873.7,1135.2,-0.85,6.34,0.32,77.38,34.74,24.6,68.5,1.32,131.98,540.23,1.1,262.48,461.67,538.48,226.8,90.88,-0.85,505.8,164.81,46.86,441.56,408.31
2019-05,RR,475.0,12.0,39.58,9.41,2956.3,116.2,-3.82,3.05,1.52,462.52,30.65,23.23,84.88,0.55,91.56,419.03,0.62,412.82,693.68,800.85,512.63,292.85,298.91,595.12,313.37,336.15,516.8,680.2
2019-06,RR,25.0,10.0,2.5,7.45,149.0,23.4,-39.94,1.96,1.44,351.23,31.05,22.78,84.34,0.56,96.86,461.51,0.56,366.69,844.04,1041.1,800.1,383.88,594.34,672.04,429.69,696.54,643.68,1080.62
2019-07,RR,35.0,10.0,3.5,8.79,281.4,24.4,0.08,1.63,0.81,292.18,31.34,22.44,83.12,0.6,108.24,518.55,0.62,379.06,748.73,930.98,744.52,361.85,499.05,678.71,382.29,625.66,667.61,1120.85
