Data,UF,Total_Focos,Qtd_Municipios_Com_Fogo,Media_Focos_Mun_Com_Fogo,FRP_Medio,FRP_Soma,FRP_Maximo,Risco_Fogo_Medio,Dias_Secos_Medio,Precipitacao_Media_Local_Fogo,Precipitacao_Media,Temp_Max_Media,Temp_Min_Media,Umidade_Relativa_Media,VPD_Medio,Evapotranspiracao_Media,Radiacao_Solar_Media,Velocidade_Vento_Media,MISSÃO_AUARIS_-_JUSANTE_14485010,FAZENDA_CAJUPIRANGA_14495000,FAZENDA_PASSARÃO_14515000,BOM_FIM_14526000,MALOCA_DO_CONTÃO_14550000,BOA_VISTA_14620000,POSTO_FUNAÍ_14650000,FÉ_E_ESPERANÇA_14680001,CARACARAI_14710000,MISSÃO_CATRIMANI_14750000,SANTA_MARIA_DO_BOIAÇU_14790000
2019-08,RR,88.0,14.0,6.29,6.76,283.9,19.4,0.04,3.02,1.66,290.14,31.78,22.39,81.79,0.66,115.21,547.89,0.6,359.16,708.81,907.69,844.0,445.73,532.06,543.06,353.73,658.8,715.06,1086.6
2019-09,RR,239.0,15.0,15.93,20.91,2551.4,620.9,-58.39,2.3,1.75,142.18,33.34,22.93,77.82,0.86,126.54,584.96,0.71,305.6,602.23,722.85,516.03,271.77,259.09,499.93,296.02,327.47,528.7,801.8
2019-10,RR,629.0,15.0,41.93,10.87,4086.6,109.8,0.35,3.83,0.39,109.14,33.55,23.11,78.56,0.83,128.76,590.37,0.75,293.35,579.17,705.02,488.89,252.25,232.4,475.9,268.81,296.39,517.97,642.02
2019-11,RR,948.0,14.0,67.71,9.25,5050.9,134.9,0.56,4.54,0.75,151.98,33.28,23.4,78.87,0.83,114.63,520.61,0.75,298.6,575.04,696.25,380.08,270.45,202.38,485.17,279.78,253.85,547.97,560.33
2019-12,RR,431.0,15.0,28.73,7.92,2392.1,43.0,-6.46,5.35,0.28,136.98,32.32,23.4,79.74,0.76,110.0,495.18,0.92,322.65,611.94,721.67,327.58,196.87,219.35,485.16,278.83,269.87,552.58,633.97
2020-01,RR,4460.0,15.0,297.33,10.06,28486.5,202.1,-0.55,10.58,0.2,46.32,33.44,22.99,73.48,1.02,128.76,568.44,1.07,280.23,525.77,626.44,285.42,141.31,113.97,446.87,237.29,167.94,528.71,494.77
2020-02,RR,10571.0,15.0,704.73,10.62,58912.2,261.8,-1.69,9.62,0.12,19.46,34.15,23.28,68.95,1.23,129.93,540.86,1.27,256.79,474.91,559.31,255.29,115.81,38.71,409.66,196.06,90.05,449.03,341.09
2020-03,RR,17624.0,15.0,1174.93,14.59,116622.3,875.7,-4.8,7.45,0.51,39.17,35.19,24.04,69.26,1.28,139.45,571.63,1.14,248.26,460.34,538.27,235.61,118.96,14.85,392.97,177.06,61.89,424.42,285.1
2020-04,RR,4011.0,15.0,267.4,11.5,18376.9,230.3,-2.04,2.53,0.93,146.62,33.53,23.99,78.07,0.87,109.31,470.45,0.86,304.33,517.08,596.72,240.12,164.62,67.13,439.57,227.72,114.35,491.0,409.29
2020-05,RR,207.0,14.0,14.79,7.84,885.9,40.7,-4.3,3.9,1.17,427.5,31.58,23.32,86.19,0.51,97.72,450.89,0.65,446.74,659.32,745.55,464.97,241.69,231.49,549.77,360.23,298.14,951.87,775.4
2020-06,RR,43.0,12.0,3.58,7.28,152.8,27.6,0.01,0.28,1.86,447.74,31.0,22.56,85.59,0.51,93.25,444.25,0.57,576.17,816.25,979.32,920.77,438.42,548.4,640.83,490.33,664.72,1037.37,1082.72
2020-07,RR,85.0,13.0,6.54,7.87,401.3,34.8,-11.74,0.93,2.73,289.01,31.85,22.62,82.68,0.63,106.18,504.03,0.57,503.77,759.76,936.13,806.05,356.34,519.98,609.84,447.9,685.15,733.61,1198.52
2020-08,RR,108.0,12.0,9.0,7.61,471.6,38.8,-9.23,2.01,2.71,275.53,32.28,22.91,80.54,0.73,110.6,509.7,0.66,472.77,714.34,927.29,732.42,470.63,538.61,559.87,374.69,655.37,499.52,1081.49
2020-09,RR,630.0,15.0,42.0,10.46,3378.7,73.9,-28.37,2.61,1.25,106.33,34.14,23.43,75.2,0.99,116.57,518.38,0.66,404.53,648.56,788.13,488.2,344.17,351.75,519.63,321.79,445.9,443.67,878.42
2020-10,RR,1617.0,15.0,107.8,12.41,13340.8,236.9,-6.36,5.21,1.07,68.75,34.51,23.72,76.71,0.95,123.35,552.45,0.64,325.26,550.67,638.56,372.85,176.27,170.97,476.0,269.04,223.08,557.81,585.98
2020-11,RR,410.0,14.0,29.29,7.41,2318.0,64.7,-12.06,1.97,4.23,210.75,33.3,23.58,80.17,0.78,103.32,463.58,0.66,387.47,606.53,720.18,373.28,382.28,258.3,504.53,300.57,294.32,600.03,604.09
2020-12,RR,1071.0,15.0,71.4,10.6,8343.0,182.1,-0.44,4.69,0.39,141.63,32.33,23.37,80.32,0.75,106.27,486.87,0.68,401.9,620.92,723.14,340.03,220.37,236.69,516.52,316.75,289.24,711.06,629.04
2021-01,RR,1504.0,13.0,115.69,6.54,8356.7,83.2,-0.72,4.52,0.26,179.01,31.8,22.8,81.47,0.68,100.91,458.39,0.74,356.16,677.35,791.97,418.68,247.27,295.53,549.42,363.6,378.3,581.6,715.77
2021-02,RR,4867.0,15.0,324.47,8.31,29172.6,223.8,-0.11,3.54,0.43,73.1,32.44,23.09,77.3,0.85,95.65,408.87,0.95,320.99,577.88,673.24,369.36,159.22,173.84,477.11,270.3,229.81,505.18,548.46
2021-03,RR,5620.0,15.0,374.67,10.4,39418.4,478.4,-0.8,2.15,1.19,183.3,32.58,23.03,79.97,0.76,96.97,413.07,0.76,346.68,624.37,712.57,363.39,203.42,197.52,500.77,297.24,240.78,525.24,516.25
2021-04,RR,1971.0,15.0,131.4,8.65,12613.9,106.7,-0.29,3.4,0.7,319.38,31.66,23.02,83.07,0.62,92.92,415.4,0.61,379.98,778.32,893.16,640.72,244.77,393.02,568.3,383.46,468.98,590.14,795.88
2021-05,RR,89.0,13.0,6.85,6.91,553.1,42.3,0.12,0.75,1.81,454.49,30.98,22.98,85.36,0.53,88.69,409.51,0.51,474.53,867.76,1026.81,951.02,369.44,568.02,626.29,461.08,688.67,652.8,1079.35
2021-06,RR,133.0,14.0,9.5,6.04,730.3,29.7,0.02,0.93,1.9,353.68,31.68,23.05,81.6,0.68,87.85,404.13,0.49,525.48,879.88,1141.97,984.63,473.15,751.55,606.6,442.47,878.37,717.53,1249.82
2021-07,RR,119.0,12.0,9.92,5.51,656.0,19.6,0.05,0.29,3.66,386.87,31.44,22.68,81.48,0.67,95.46,441.37,0.57,531.76,843.65,1054.92,849.02,473.76,625.46,602.03,432.06,736.82,715.16,1214.13
2021-08,RR,295.0,15.0,19.67,7.7,2232.2,127.4,-6.77,1.48,3.56,348.16,32.29,23.12,78.62,0.81,109.39,504.44,0.53,535.65,821.22,1094.35,883.85,645.32,702.69,610.26,446.95,835.02,582.35,1132.55
2021-09,RR,1239.0,15.0,82.6,8.02,8911.0,101.5,-1.45,4.42,1.06,198.23,34.09,23.39,77.56,0.89,116.64,522.86,0.62,463.93,722.58,878.06,567.23,428.6,404.2,550.33,367.48,517.63,535.3,945.12
2021-10,RR,2058.0,15.0,137.2,9.44,17729.2,340.8,-3.59,2.65,1.27,163.47,34.4,23.67,78.85,0.86,122.5,548.51,0.66,400.6,665.31,786.81,414.82,248.73,283.19,532.16,347.92,362.92,504.84,723.74
2021-11,RR,2740.0,15.0,182.67,9.62,22845.0,885.7,-2.12,4.38,0.47,130.12,33.88,23.83,79.79,0.81,104.98,460.77,0.74,427.23,675.27,789.53,375.1,305.14,267.91,524.97,333.92,339.14,604.13,668.44
2021-12,RR,1302.0,15.0,86.8,9.02,9500.7,223.5,0.34,2.42,1.99,159.06,32.77,23.69,83.34,0.64,93.3,408.71,0.74,402.62,808.57,925.04,394.58,238.18,366.98,561.9,376.76,451.11,537.58,779.48
2022-01,RR,9117.0,15.0,607.8,9.33,68592.3,255.3,-0.06,7.1,0.36,59.33,33.63,22.9,76.98,0.89,104.71,446.97,0.88,350.78,678.69,791.45,327.39,204.28,253.81,520.13,322.1,319.02,546.29,648.44
2022-02,RR,6372.0,15.0,424.8,8.52,31658.4,259.1,-0.32,4.14,0.69,148.2,34.09,23.44,79.49,0.82,89.04,368.61,0.82,329.38,630.51,734.29,282.66,211.9,201.75,523.21,323.88,252.62,528.52,530.62
2022-03,RR,2119.0,15.0,141.27,9.47,13066.0,133.0,-0.32,1.57,1.5,259.26,32.22,23.18,81.86,0.68,99.29,432.33,0.79,416.35,869.53,1008.89,432.68,323.11,454.32,590.06,417.45,538.83,643.79,800.6
2022-04,RR,2130.0,15.0,142.0,9.78,12884.0,263.0,-1.55,2.81,0.96,269.5,32.4,22.95,82.29,0.66,102.6,457.89,0.81,415.37,775.03,898.8,535.97,266.12,367.8,590.27,413.94,463.33,674.67,930.32
2022-05,RR,231.0,11.0,21.0,7.69,1545.8,67.2,0.07,0.91,1.18,439.16,30.36,22.52,85.89,0.49,95.13,448.05,0.62,425.11,866.82,1037.79,961.13,444.15,585.39,684.74,554.91,723.8,902.26,1114.73
2022-06,RR,71.0,9.0,7.89,7.5,495.0,47.5,0.01,0.9,3.51,399.7,30.91,22.25,85.33,0.51,95.48,458.8,0.59,486.92,900.18,1142.78,1006.65,535.92,720.48,669.93,536.41,861.28,830.52,1284.6
2022-07,RR,121.0,11.0,11.0,6.22,684.1,51.4,0.03,1.71,5.2,307.72,31.52,22.58,83.98,0.58,106.96,514.09,0.57,515.92,872.35,1102.68,794.84,522.25,688.85,674.23,544.14,838.88,706.31,1263.35
2022-08,RR,342.0,15.0,22.8,8.17,2664.5,62.4,-2.88,3.12,1.47,267.69,32.93,22.65,80.24,0.75,122.45,578.42,0.56,485.04,807.18,1030.91,757.47,453.74,603.92,604.23,437.17,733.53,752.45,1168.56
2022-09,RR,1288.0,15.0,85.87,17.39,22401.9,534.2,-1.51,1.81,2.75,153.28,33.79,22.8,78.49,0.83,128.2,604.13,0.52,454.53,750.55,930.02,625.18,354.82,480.58,578.43,400.68,617.53,681.32,1021.6
2022-10,RR,1356.0,15.0,90.4,24.47,33187.8,1109.3,-2.85,2.37,2.23,149.39,34.22,23.08,80.04,0.79,124.4,577.88,0.46,441.73,676.16,814.15,488.23,286.58,325.58,556.65,370.1,425.86,631.61,795.93
2022-11,RR,1147.0,15.0,76.47,13.52,15436.3,222.8,-0.75,2.66,1.18,206.65,32.52,22.88,81.27,0.71,106.17,490.76,0.65,434.54,730.85,895.0,661.62,480.7,426.83,547.93,359.27,517.73,587.22,824.16
2022-12,RR,2991.0,15.0,199.4,24.06,71895.4,389.1,-0.1,10.62,0.21,112.94,32.1,22.63,78.73,0.78,114.16,524.11,0.91,414.92,728.19,895.32,610.64,348.15,433.15,551.71,363.56,526.58,580.4,856.35
2023-01,RR,4799.0,15.0,319.93,17.49,83944.9,867.9,-3.2,5.45,0.26,134.98,32.0,22.36,78.87,0.76,107.97,491.59,0.83,409.69,784.02,903.27,399.06,230.52,370.18,571.19,390.94,454.82,587.56,789.27
2023-02,RR,2891.0,15.0,192.73,11.93,34482.4,333.3,0.66,5.14,0.53,106.12,32.23,22.61,76.2,0.88,100.87,446.51,0.88,347.29,665.32,776.88,341.46,178.5,247.18,540.11,348.04,320.16,533.88,641.23
2023-03,RR,13784.0,15.0,918.93,27.16,374415.9,1027.5,-0.47,3.61,0.38,70.57,33.57,22.82,71.43,1.1,125.81,532.6,1.03,340.03,631.45,741.34,293.16,182.12,208.9,515.55,315.9,272.96,525.58,587.58
2023-04,RR,5819.0,15.0,387.93,15.06,87570.2,844.5,-1.84,7.71,0.94,246.08,33.49,23.28,75.12,0.99,116.71,494.84,0.99,340.06,685.72,808.35,321.68,299.93,269.18,562.93,384.95,321.24,571.83,550.43
2023-05,RR,570.0,15.0,38.0,22.39,12563.5,217.5,0.01,4.13,0.51,322.54,32.03,23.35,82.43,0.66,101.07,451.35,0.81,374.6,790.22,962.35,598.65,378.49,462.66,594.52,426.07,570.36,648.6,889.9
2023-06,RR,138.0,15.0,9.2,5.02,683.2,42.0,0.03,1.99,2.49,291.1,31.47,22.83,83.78,0.59,94.26,436.59,0.7,485.11,757.65,960.97,755.42,393.42,521.47,583.25,392.5,642.31,631.9,1057.07
2023-07,RR,185.0,14.0,13.21,9.38,1726.4,91.2,-26.93,1.42,2.57,279.57,32.64,22.79,81.09,0.71,115.0,539.38,0.7,549.56,772.19,976.25,746.21,473.73,537.61,515.2,429.75,662.04,764.69,1055.51
2023-08,RR,1222.0,15.0,81.47,18.06,22038.0,446.1,-2.31,4.54,1.04,137.06,35.03,23.6,74.57,1.05,134.89,607.83,0.72,485.29,666.51,819.05,610.48,472.31,360.74,537.61,363.37,484.4,645.69,953.33
2023-09,RR,4839.0,15.0,322.6,18.96,90988.4,1186.8,-0.57,5.93,0.44,71.53,36.8,23.96,70.81,1.28,138.61,604.84,0.7,435.85,554.32,668.8,358.63,260.93,162.41,484.97,289.88,238.16,515.92,581.87
2023-10,RR,9951.0,15.0,663.4,22.28,220818.9,648.4,0.04,8.27,0.86,79.74,37.12,24.12,71.29,1.29,138.61,595.13,0.68,408.92,520.9,629.28,337.95,259.11,113.86,463.74,264.5,179.74,511.55,454.69
2023-11,RR,10646.0,15.0,709.73,33.17,349950.3,947.5,-1.89,5.61,0.28,70.6,36.5,24.46,70.12,1.31,128.29,535.42,0.89,418.55,494.06,601.28,289.83,268.58,70.83,431.9,227.77,133.66,470.01,396.74
2023-12,RR,10039.0,15.0,669.27,45.85,455307.2,605.6,-0.91,7.1,0.2,117.97,35.41,23.78,72.25,1.16,117.84,490.71,0.9,409.61,493.82,594.55,267.15,148.67,57.08,421.13,215.15,114.56,470.81,350.31
2024-01,RR,35204.0,15.0,2346.93,39.99,1375464.6,1933.8,-4.87,12.79,0.06,87.93,35.78,23.85,67.94,1.35,138.11,566.84,1.13,363.24,500.4,603.96,246.13,161.35,60.87,400.17,205.44,115.74,463.77,353.01
2024-02,RR,108429.0,15.0,7228.6,36.52,3765736.3,4720.7,-1.5,12.95,0.06,92.78,36.31,24.38,66.45,1.46,138.14,554.45,1.19,323.15,443.54,544.85,236.69,116.02,1.24,379.22,170.97,60.68,447.8,273.66
2024-03,RR,76785.0,15.0,5119.0,28.49,2024876.5,834.5,-0.31,13.0,0.47,101.05,36.6,25.56,66.31,1.53,91.24,342.85,1.27,232.21,420.71,517.97,228.32,168.79,-26.33,358.26,157.87,43.18,528.56,235.23
2024-04,RR,13428.0,15.0,895.2,26.83,347219.6,1782.8,-0.03,5.0,1.03,101.05,36.6,25.56,66.31,1.53,91.24,342.85,1.27,236.82,462.58,550.5,274.67,146.55,21.6,381.57,198.0,75.65,553.9,277.68
2024-05,RR,135.0,11.0,12.27,7.88,1064.4,53.2,-7.39,0.61,5.9,101.05,36.6,25.56,66.31,1.53,91.24,342.85,1.27,328.44,673.44,831.31,744.06,386.49,387.21,477.77,372.83,473.5,696.62,722.16
2024-06,RR,43.0,8.0,5.38,9.94,427.5,45.9,0.0,0.98,1.76,101.05,36.6,25.56,66.31,1.53,91.24,342.85,1.27,432.11,807.22,1056.37,895.53,515.73,663.13,547.64,383.07,766.89,798.6,1131.95
2024-07,RR,66.0,12.0,5.5,9.96,657.2,84.0,-15.13,0.82,2.86,101.05,36.6,25.56,66.31,1.53,91.24,342.85,1.27,465.98,747.56,993.9,809.65,476.4,627.73,648.18,377.4,747.1,640.32,1137.39
2024-08,RR,778.0,15.0,51.87,12.94,9831.2,258.1,-7.58,4.77,0.95,-,-,-,-,-,-,-,-,484.15,705.46,885.15,640.56,485.74,424.67,621.27,342.21,550.56,641.94,1033.35
2024-09,RR,1446.0,15.0,96.4,13.61,19383.3,224.5,-4.53,3.66,0.78,-,-,-,-,-,-,-,-,461.35,605.39,728.68,383.45,188.09,234.63,502.9,282.7,325.4,568.58,694.57
2024-10,RR,3118.0,15.0,207.87,12.86,39696.2,574.5,-1.84,3.96,0.67,-,-,-,-,-,-,-,-,417.2,540.2,653.02,301.03,374.97,152.79,472.91,248.19,218.23,507.62,503.75
2024-11,RR,4803.0,15.0,320.2,18.57,87457.3,837.6,-2.2,5.59,0.46,-,-,-,-,-,-,-,-,312.03,505.32,601.27,271.07,194.22,89.91,435.86,221.08,155.15,537.25,414.87
2024-12,RR,7058.0,15.0,470.53,24.2,165966.7,1025.1,-0.31,6.98,0.46,-,-,-,-,-,-,-,-,314.69,501.48,588.91,258.19,143.44,69.95,434.73,204.9,124.91,430.82,366.43
